"Translation Info:
#---------------------------
674,5,5,"Bu gün pak nemətlər sizə halal edildi. Kitab verilənlərin yeməkləri (kəsdikləri heyvanlar) sizə halal, sizin yeməkləriniz (kəsdiyiniz heyvanlar) də onlara halaldır. Mömin qadınlardan ismətli olanlar və sizdən öncə Kitab verilənlərdən ismətli qadınlar, mehrlərini verdiyiniz təqdirdə, namuslu olub zinakarlıq etməmək və aşna saxlamamaq şərti ilə sizə halaldır. Kim imanı inkar edərsə əməlləri boşa çıxar və o, axirətdə ziyana uğrayanlardan olar.",""
675,5,6,"Ey iman gətirənlər! Namaza qalxdığınız zaman üzünüzü və dirsəklərə qədər əllərinizi yuyun, başınıza məsh çəkin və ayaqlarınızı da topuqlara qədər yuyun. Əgər cunub olmusunuzsa, qüsl edin. Əgər xəstə və ya səfərdə olsanız, yaxud sizlərdən biri ayaqyolundan gəlibsə və ya qadınlarla yaxınlıq etmisinizsə, su tapmasanız, təmiz torpaqla təyəmmüm edin və ondan üzünüzə və əllərinizə sürtün. Allah sizi çətinliyə salmaq istəməz, fəqət O sizi pak etmək və sizə olan nemətini tamamlamaq istər ki, bəlkə şükür edəsiniz.",""
676,5,7,"Allahın sizə olan nemətini və: “Eşitdik və itaət etdik!”– dediyiniz zaman sizinlə bağladığı əhdi xatırlayın. Allahdan qorxun! Şübhəsiz ki, O, qəlblərdə olanı biləndir.",""
677,5,8,"Ey iman gətirənlər! Allah üçün haqqı qoruyan, ədalətlə şahidlik edən kimsələr olun. Bir qövmə qarşı olan kin-küdurət sizi ədalətsizliyə sövq etməsin. Ədalətli olun! Bu, təqvaya daha yaxındır. Allahdan qorxun! Şübhəsiz ki, Allah nə etdiklərinizdən xəbərdardır.",""
678,5,9,"Allah, iman gətirib saleh əməllər edənlərə bağışlanma və böyük mükafat vəd etmişdir.",""
679,5,10,"Kafir olub ayələrimizi yalan sayanlara gəlincə, onlar Cəhənnəm sakinləridirlər.",""
680,5,11,"Ey iman gətirənlər! Allahın sizə olan nemətini xatırlayın. Bir zaman bir toplum sizə əl qaldırmaq fikrinə düşmüşdü, Allah isə onların əllərini sizdən çəkmişdi. Allahdan qorxun! Qoy möminlər (yalnız) Allaha təvəkkül etsinlər!",""
681,5,12,"Allah İsrail oğullarından əhd almışdı. Biz onlardan on iki başçı təyin etmişdik. Allah (onlara belə) demişdi: “Mən sizinləyəm. Əgər namazı doğru-düzgün qılsanız, zəkat versəniz, peyğəmbərlərimə iman gətirib onları dəstəkləsəniz və (sədəqə verməklə) Allaha gözəl bir borc versəniz, əlbəttə, təqsirlərinizdən keçər və sizi (ağacları və qəsrləri) altından çaylar axan cənnətlərə daxil edərəm. Bundan sonra sizlərdən kim küfr edərsə, artıq doğru yoldan azmış olar”.",""
682,5,13,"(İsrail oğulları) verdikləri əhdi pozduqlarına görə, Biz onları lənətlədik və qəlblərini sərtləşdirdik. Onlar (kitabda olan) kəlmələrin yerlərini dəyişib, onlar (özlərinə) öyrədilmiş şeylərin bir hissəsini unutdular. İçərilərindən az bir qismi müstəsna olmaqla, sən onlardan daim xəyanət görəcəksən. Onları əfv et və (təqsirlərindən) keç. Şübhəsiz ki, Allah yaxşılıq edənləri sevər.",""
683,5,14,"“Biz nəsraniyik!”– deyənlərdən də əhd almışdıq. Onlar da (özlərinə) öyrədilmiş şeylərin bir hissəsini unutdular. Buna görə də onların arasına Qiyamət gününə qədər ədavət və kin saldıq. Allah onlara nə etdikləri barədə xəbər verəcəkdir.",""
684,5,15,"Ey Kitab əhli! Sizə kitabdan gizlətdiyiniz şeylərin bir çoxunu bəyan edən və bir çoxunun da üstündən keçən (və ya sizdən bir çoxunu bağışlayan) rəsulumuz gəldi. Artıq sizə Allahdan bir nur (Muhamməd və ya İslam) və açıq-aydın bir kitab (Quran) gəldi.",""
685,5,16,"Allah, Onun rizasını arayan kəsləri onunla (Muhamməd və ya Quranla) əmin-amanlıq yollarına yönəldər, onları Öz izni ilə zülmətlərdən nura çıxarar və düz yola yönəldər.",""
686,5,17,"“Şübhəsiz ki, Allah Məryəm oğlu Məsihdir!”– deyənlər artıq kafir oldular. De: “Əgər Allah Məryəm oğlu Məsihi, onun anasını və yer üzündə olanların hamısını məhv etmək istəsə, kim Ona bir şeylə mane ola bilər?” Göylərin, yerin və onların arasında olanların mülkü Allaha məxsusdur. O istədiyini yaradır. Allah hər şeyə qadirdir.",""
687,5,18,"Yəhudilər və nəsranilər: “Biz Allahın oğulları və sevimliləriyik”– dedilər. De: “Elə isə (Allah) sizə nə üçün günahlarınıza görə əzab verir? Əksinə, siz Onun yaratdığı bir bəşərsiniz”. O, istədiyini bağışlar, istədiyinə də əzab verər. Göylərin, yerin və onların arasında olanların mülkü Allaha məxsusdur. Dönüş də yalnız Onadır.",""
688,5,19,"Ey Kitab əhli! Peyğəmbərlərin ardı-arası kəsildiyi bir dövrdə: “Bizə (Cənnətlə) müjdələyən və (Cəhənnəmlə) qorxudan kimsə gəlmədi”– deməyəsiniz deyə, sizə (haqqı) bəyan edən rəsulumuz (Muhamməd) gəldi. Artıq sizə müjdələyən və qorxudan bir peyğəmbər gəlmişdir. Allah hər şeyə qadirdir.",""
689,5,20,"Bir zaman Musa öz qövmünə (belə) demişdi: “Ey qövmüm! Allahın sizə olan nemətini xatırlayın. O, sizin aranızdan peyğəmbərlər seçdi, sizi hökmdarlar təyin etdi və aləmlərdən heç kəsə vermədiyini sizə verdi.",""
690,5,21,"Ey qövmüm! Allahın sizin üçün təyin etdiyi müqəddəs torpağa daxil olun və geri dönməyin, yoxsa ziyana uğrayaraq geri dönmüş olarsız”.",""
691,5,22,"Onlar dedilər: “Ey Musa! Orada çox qüvvətli adamlar vardır. Onlar oradan çıxmayınca, biz əsla oraya daxil olmayacağıq. Əgər onlar oradan çıxsalar, biz daxil olarıq”.",""
692,5,23,"(Allahdan) qorxanlar arasından Allahın nemət verdiyi iki kişi dedi: “Onların üzərinə (şəhər) qapısından daxil olun. Əgər siz oradan daxil olsanız, mütləq qalib gələrsiniz. Əgər möminsinizsə, Allaha təvəkkül edin!”",""
693,5,24,"Onlar dedilər: “Ey Musa! Onlar orada olduqları müddətcə biz əsla ora girməyəcəyik. Odur ki, sən get Rəbbinlə birlikdə (onlara qarşı) vuruş. Biz isə burada oturacağıq”.",""
694,5,25,"O, dedi: “Ey Rəbbim! Mən yalnız özümə və qardaşıma hökm edə bilərəm. Odur ki, Sən bizi bu günahkar tayfadan ayır!”",""
695,5,26,"Allah (belə) buyurdu: “Elə isə o yer onlara qırx il müddətinə haram edildi. Onlar yer üzündə çaşqın halda gəzib dolaşacaqlar. Sən isə günahkar tayfa üçün heyifsilənmə”.",""
696,5,27,"Onlara Adəmin iki oğlunun əhvalatını gerçək olaraq danış. O zaman ikisi də qurban vermiş, onların birindən qəbul edilmiş, digərindən isə qəbul edilməmişdi. (Qurbanı qəbul olmayan qardaş öz qardaşına) demişdi: “Səni mütləq öldürəcəyəm!” (Qardaşı da ona belə) demişdi: “Allah (saleh əməlləri) yalnız müttəqilərdən qəbul edər!",""
697,5,28,"Sən məni öldürmək üçün əlini mənə uzatsan da, mən səni öldürmək üçün əlimi sənə uzadan deyiləm. Çünki mən aləmlərin Rəbbi (olan) Allahdan qorxuram.",""
698,5,29,"Mən istəyirəm ki, sən həm mənim günahımı, həm də öz günahını üzərinə götürəsən və Cəhənnəm əhlindən olasan. Zalımların cəzası budur”.",""
699,5,30,"Nəhayət, nəfsi onu qardaşını qətlə yetirməyə sövq etdi və onu öldürdü, beləliklə də, ziyana uğrayanlardan oldu.",""
700,5,31,"Allah, qardaşının cəsədini necə basdırmağı ona göstərmək üçün yeri eşən bir qarğa göndərdi. O dedi: “Vay halıma! Yəni mən qardaşımın cəsədini basdırmaqda, bu qarğa qədər olmaqdan da acizəm?” Beləliklə o, peşmançılıq çəkənlərdən oldu.",""
701,5,32,"Buna görə də İsrail oğullarına yazıb buyurduq ki, kim bir cana qəsd etməyən və ya yer üzündə fitnə-fəsad törətməyən bir şəxsi öldürərsə, bütün insanları öldürmüş kimi olar. Kim də onu (ölümdən) xilas edərsə, sanki bütün insanları xilas etmiş kimi olar. Peyğəmbərlərimiz onlara aydın dəlillər gətirmişdilər. Amma bundan sonra da onların çoxu yer üzündə həddi aşdılar.",""
702,5,33,"Allaha və Onun rəsuluna qarşı savaşanların və yer üzündə fitnə-fəsad törətməyə səy göstərənlərin cəzası ancaq öldürülmək və ya çarmıxa çəkilmək, yaxud əllərinin və ayaqlarının çarpazvari kəsilməsi, ya da yaşadıqları yerdən sürgün edilmələridir. Bu, onlar üçün dünyada bir rüsvayçılıqdır. Axirətdə isə onları böyük bir əzab gözləyir.",""
703,5,34,"Yalnız əlinizə keçməmişdən öncə tövbə edənlər müstəsnadır. Bilin ki, Allah bağışlayandır, rəhmlidir.",""
704,5,35,"Ey iman gətirənlər! Allahdan qorxun, Ona (yaxınlaşmaq üçün) vəsilə axtarın və Onun yolunda cihad edin ki, bəlkə nicat tapasınız.",""
705,5,36,"Şübhəsiz ki, kafir olanlar, yer üzündə olan hər şeyə, üstəlik bir o qədərinə də sahib olsalar və bunu Qiyamət gününün əzabından qurtulmaq üçün fidyə versələr, onlardan əsla qəbul edilməz. Onlar üçün ağrılı-acılı bir əzab vardır.",""
706,5,37,"(Kafirlər) Oddan çıxmaq istərlər, lakin oradan çıxa bilməzlər. Onlar üçün (orada) davamlı bir əzab vardır.",""
707,5,38,"Oğru kişinin və oğru qadının, etdikləri əməlin cəzası və Allahdan bir ibrət olaraq (sağ) əllərini kəsin! Allah qüdrətlidir, hikmət sahibidir.",""
708,5,39,"Kim etdiyi (bu) zülümdən sonra tövbə edib (özünü) islah edərsə, şübhəsiz ki, Allah onun tövbəsini qəbul edər. Həqiqətən, Allah bağışlayandır, rəhmlidir.",""
709,5,40,"Məgər bilmirsən ki, göylərin və yerin mülkü Allaha məxsusdur? O, istədiyinə əzab verər, istədiyini də bağışlayar. Allah hər şeyə qadirdir.",""
710,5,41,"Ey Rəsul! Qəlbləri iman gətirmədiyi halda ağızları ilə: “İman gətirdik!”– deyən kimsələrdən və yəhudilərdən küfrə can atanların (halı) səni kədərləndirməsin. Onlar yalanı həvəslə dinləyir, həm də sənin yanına gəlməyən başqa bir camaata həvəslə qulaq asırlar. Bunlar haqqı bildikdən sonra kəlmələrin yerlərini dəyişdirib (onlara) deyirlər: “Əgər sizə bu (dəyişdirilən hökm) verilsə, onu götürün. Yox əgər o verilməsə, (ondan) çəkinin!” Allah kimi fitnəyə salmaq istərsə, sən ondan ötrü heç bir şeylə Allaha mane ola bilməzsən. Onlar, Allahın, qəlblərini təmizləmək istəmədiy kimsələrdir. Onlar üçün dünyada rəzillik, axirətdə isə böyük bir əzab vardır.",""
711,5,42,"Onlar yalana həvəslə qulaq asır və daima haram yeyirlər. Əgər onlar sənin yanına gəlsələr, aralarında hökm ver və ya onlardan üz çevir. Əgər onlardan üz çevirsən, sənə heç bir şeylə zərər verə bilməzlər. Əgər onların arasında hökm verməli olsan, ədalətlə hökm ver. Şübhəsiz ki, Allah ədalətli olanları sevər.",""
712,5,43,"İçərisində Allahın hökmü olan Tövrat özlərində olduğu halda, onlar səni necə hakim təyin edirlər? Hələ bir bundan sonra da (verdiyin hökmdən) üz çevirirlər. Onlar iman gətirmiş kimsələr deyillər.",""
713,5,44,"Şübhəsiz ki, Biz, içində hidayət və nur olan Tövratı nazil etdik. Özlərini (Allaha) təslim edən peyğəmbərlər bununla yəhudilər arasında hökm edərdilər. Din xadimləri və elm adamları isə Allahın kitabından qorunub saxlanılanlarla hökm verərdilər. Onlar buna şahiddirlər. Elə isə insanlardan qorxmayın, Məndən qorxun! Ayələrimi ucuz qiymətə satmayın. Allahın nazil etdiyi ilə hökm verməyənlər – məhz onlar kafirdirlər.",""
714,5,45,"Biz (Tövratda) onlara yazıb buyurduq ki, cana can, gözə göz, buruna burun, qulağa qulaq, dişə diş, yaralara (da misli ilə) qisas alınmalıdır. Kim bunu (qisası) bağışlayarsa, bu onun üçün kəffarə olar. Allahın nazil etdiyi ilə hökm verməyənlər – məhz onlar zalımdırlar.",""
715,5,46,"Onların ardınca Məryəm oğlu İsanı özündən əvvəlki Tövratı təsdiqləyici olaraq göndərdik. Ona içərisində hidayət və nur olan, özündən əvvəlki Tövratı təsdiqləyən, müttəqilər üçün doğru yol göstərən və öyüd-nəsihət olan İncili verdik.",""
716,5,47,"İncil əhli Allahın onda nazil etdiyi (şəriət qanunları ilə) hökm versin. Allahın nazil etdiyi ilə hökm verməyənlər – məhz onlar fasiqdirlər.",""
717,5,48,"Biz sənə, özündən əvvəlki kitabı təsdiqləyən və onu qoruyan Kitabı haqq olaraq nazil etdik. Sən onların arasında, Allahın nazil etdiyi ilə hökm ver. Sənə gələn haqqı buraxıb onların istəklərinə tabe olma. Sizin hər biriniz üçün bir şəriət və bir yol təyin etdik. Allah istəsəydi, sizi tək bir ümmət edərdi. Fəqət bu (müxtəlif şəriətlər), sizə verdikləri ilə sizi imtahan etməsi üçündür. Elə isə yaxşı işlər görməkdə bir-birinizlə yarışın. Hamınızın dönüşü Allahadır. O, ixtilaf etdiyiniz şeylər barəsində sizə xəbər verəcəkdir.",""
718,5,49,"Onların arasında Allahın nazil etdiyi ilə hökm ver və onların istəklərinə tabe olma. Onlardan ehtiyat et ki, Allahın sənə nazil etdiyi hökmlərin bəzisindən səni azdırmasınlar. Əgər onlar üz döndərsələr, bil ki, Allah onları bəzi günahlarına görə müsibətə düçar etmək istəyir. Həqiqətən, insanların çoxu fasiqlərdir.",""
719,5,50,"Yoxsa onlar cahiliyyət (dövrünün) hökmünü istəyirlər? (Nəyin haqq olduğunu) yəqin bilən bir camaat üçün Allahdan daha yaxşı hökm verən kim ola bilər?!",""
720,5,51,"Ey iman gətirənlər! Yəhudi və nəsraniləri (özünüzə) dost tutmayın! Onlar bir-birinin dostudurlar. Sizlərdən kim onları (özünə) dost tutarsa, şübhəsiz ki, o da onlardan olar. Həqiqətən, Allah zalım qövmü doğru yola yönəltməz.",""
721,5,52,"Qəlblərində xəstəlik olanların: “Başımıza bir müsibət gəlməsindən qorxuruq”– deyərək onların (kitab əhlinin) arasında olmağa can atdıqlarını görərsən. Umulur ki, Allah bir fəth nəsib etsin və ya Öz tərəfindən bir əmr versin və onlar ürəklərində gizlətdiklərindən dolayı peşman olsunlar.",""
722,5,53,"İman gətirənlər isə deyəcəklər: “Sizinlə bir yerdə olacaqlarına dair Allahın adı ilə möhkəm and içənlər bunlardırmı?” Onların əməlləri puça çıxdı, özləri də ziyana uğrayanlardan oldular.",""
723,5,54,"Ey iman gətirənlər! Sizlərdən kim dinindən dönərsə, (bilsin ki), Allah (onun əvəzinə) Özünün sevdiyi və Onu sevən, möminlərə qarşı mülayim, kafirlərə qarşı isə sərt olan bir camaat gətirər. Onlar Allah yolunda cihad edər və tənə edənin tənəsindən qorxmazlar. Bu, Allahın lütfüdür, onu istədiyinə verər. Allahın lütfü genişdir, O (hər şeyi) biləndir.",""
724,5,55,"Sizin dostunuz yalnız Allah, Onun rəsulu və Allahın əmrlərinə boyun əyərək namaz qılan və zəkat verən möminlərdir.",""
725,5,56,"Kim Allahı, Onun rəsulunu və iman gətirənləri (özünə) dost tutarsa, (bilsin ki), qələbə çalanlar məhz Allahın firqəsidir.",""
726,5,57,"Ey iman gətirənlər! Sizdən əvvəl Kitab verilənlərdən dininizi ələ salıb oyun-oyuncaq hesab edənləri və kafirləri (özünüzə) dost tutmayın. Əgər möminsinizsə, Allahdan qorxun.",""
727,5,58,"Namaza çağırdığınız zaman onlar onu məsxərəyə qoyub oyun-oyuncaq sayarlar. Bu, onların düşüncəsiz bir toplum olmalarına görədir.",""
728,5,59,"De: “Ey Kitab əhli! Yalnız Allaha, bizə nazil edilənə və bizdən əvvəl nazil edilənlərə iman gətirdiyimizə görəmi bizdən xoşunuz gəlmir?! Şübhəsiz ki, sizin əksəriyyətiniz fasiq olan kimsələrdir.",""
729,5,60,"De: “Allah yanında cəza etibarilə bundan daha pisini sizə xəbər verimmi? (Bu,) Allahın lənətlədiyi, qəzəbləndiyi, onlardan bəzilərini meymunlara, donuzlara və tağuta ibadət edənlərə çevirdiyi kəslərdir. Onlar, yeri daha pis olan və doğru yoldan daha çox azanlardır!”",""
730,5,61,"Onlar (münafiqlər) sizin yanınıza gəldikdə: “Biz iman gətirdik!”– deyirlər. Halbuki (sizin yanınıza) küfrlə girmiş, küfrlə də çıxıb getmişlər. Allah onların gizlətdiklərini daha yaxşı bilir.",""
731,5,62,"Onlardan bir çoxunu günaha, düşmənçiliyə və haram yeməyə tələsən görərsən. Onların törətdikləri əməllər necə də pisdir!",""
732,5,63,"Məgər din xadimləri və elm adamları onlara günah sözlər söyləməyi və haram yeməyi qadağan etməli diyildilərmi?! Onların gördüyü işlər necə də pisdir!",""
733,5,64,"Yəhudilər dedilər: “Allahın əli bağlıdır!” Dedikləri bu sözə görə onların öz əlləri bağlandı və lənətə gəldilə. Əksinə, (Allahın) hər iki əli açıqdır, (Öz lütfündən) istədiyi kimi infaq edər. Rəbbindən sənə nazil edilən (kitab) onlardan çoxunun azğınlığını və küfrünü artırar. Biz onların arasına Qiyamət gününə qədər ədavət və kin saldıq. Onlar hər dəfə müharibə alovunu yandırdıqda, Allah onu söndürər. Onlar yer üzündə fitnə-fəsad törətməyə səy göstərərlər. Allah isə fitnəkarları sevməz!",""
734,5,65,"Əgər Kitab əhli iman gətirib (Allahdan) qorxsaydı, əlbəttə, Biz, onların təqsirlərindən keçər və onları Nəim cənnətlərinə daxil edərdik.",""
735,5,66,"Əgər onlar Tövrata, İncilə və Rəbbindən özlərinə nazil edilənə düzgün əməl etsəydilər, başları üstündə və ayaqları altında olan nemətlərdən yeyərdilər. Onların arasında orta yol tutan bir zümrə vardır. Lakin əksəriyyətinin etdiyi əməllər necə də pisdir.",""
736,5,67,"Ey Rəsul! Rəbbindən sənə nazil ediləni təbliğ et! Əgər (bunu) etməsən, Onun risalətini yerinə yetirmiş olmazsan. Allah səni insanlardan qoruyacaqdır. Şübhəsiz ki, Allah kafir qövmü doğru yola yönəltməz.",""
737,5,68,"De: “Ey Kitab əhli! Tövrata, İncilə və Rəbbinizdən sizə nazil edilənə düzgün əməl etmədikcə, siz (doğru) bir şey (yol) üzərində deyilsiniz”. Əlbəttə, Rəbbindən sənə nazil edilən (Quran) onlardan bir çoxunun azğınlığını və küfrünü artıracaqdır. Sən isə kafir qövm üçün heyifsilənmə.",""
738,5,69,"Şübhəsiz ki, iman gətirənlərin, habelə, yəhudilərdən, sabiilərdən və nəsranilərdən Allaha və Axirət gününə iman gətirib yaxşı iş görənlərin heç bir qorxusu yoxdur və onlar kədərlənməyəcəklər.",""
739,5,70,"Biz İsrail oğullarından əhd-peyman aldıq və onlara elçilər göndərdik. Hər dəfə bir elçi onlara nəfslərinin xoşlamadığı bir şey gətirdikdə, o (elçilərin) bir qismini yalançı hesab edər, bir qismini də öldürərdilər.",""
740,5,71,"Onlar (başlarına) bir bəla gəlməyəcəyini güman etdilər, beləliklə də, kor və kar oldular. Sonra Allah onların tövbələrini qəbul etdi. Daha sonra isə onlardan bir çoxu yenə kor və kar oldu. Allah onların nə etdiklərini görür.",""
741,5,72,"“Şübhəsiz ki, Allah Məryəm oğlu Məsihdir”– deyənlər kafir oldular. Halbuki Məsih demişdi: “Ey İsrail oğulları! Rəbbim və Rəbbiniz olan Allaha ibadət edin! Kim Allaha şərik qoşarsa, heç şübhəsiz, Allah Cənnəti ona haram edər. Onun gedəcəyi yer Cəhənnəmdir. Zalımların heç bir yardımçısı yoxdur”.",""
742,5,73,"“Şübhəsiz ki, Allah üçün üçüncüsüdür!”– deyənlər də, kafir oldular. Halbuki Tək İlahdan başqa (ibadətə layiq olan) heç bir məbud yoxdur. Əgər onlar dediklərinə son qoymasalar, onlardan kafir olanlar ağrılı-acılı bir əzaba uğrayacaqlar.",""
743,5,74,"Onlar Allaha tövbə edib Ondan bağışlanma diləməyəcəklərmi?! Allah bağışlayandır, rəhmlidir.",""
744,5,75,"Məryəm oğlu Məsih ancaq bir elçidir, ondan əvvəl də elçilər gəlib getmişlər. Onun anası isə Allaha (sidq) ürəkdən inanan bir qadın idi. Hər ikisi də yemək yeyərdi. Bax gör ayələrimizi onlara necə bəyan edirik, sonra da, gör onlar (haqdan) necə üz çevirirlər.",""
745,5,76,"De: “Allahı qoyub, sizə nə bir zərər, nə də bir fayda verə bilməyən şeylərəmi ibadət edirsiniz?” Allah Eşidəndir, Biləndir.",""
746,5,77,"De: “Ey Kitab əhli! Dininizdə haqsız olaraq ifrata varmayın. Öncədən azmış, bir çoxlarını da azdırmış və doğru yoldan uzaqlaşmış bir toplumun istəklərinə uymayın”.",""
747,5,78,"İsrail oğullarından kafir olanlar, Davudun və Məryəm oğlu İsanın dili ilə lənətləndilər. Bu, onların asi olmalarına və (Allahın qoyduğu) hədləri aşmalarına görə idi.",""
748,5,79,"Onlar etdikləri pis əməllərdən bir-birlərini çəkindirmirdilər. Onların etdikləri (əməllər) necə də pisdir!",""
749,5,80,"Sən onların bir çoxunun kafirlərlə dostluq etdiyini görürsən. Nəfslərinin onlar üçün hazırladığı şey necə də pisdir! (Buna görə də,) Allah onlara qəzəblənmişdir və onlar əzab içində əbədi qalacaqlar.",""
750,5,81,"Əgər onlar Allaha, Peyğəmbərə və ona nazil olana iman gətirsəydilər, onları (kafirləri) özlərinə dost tutmazdılar. Lakin onların çoxu fasiqlərdir.",""
751,5,82,"(Ey Muhamməd) Yəhudiləri və müşrikləri iman gətirənlərə qarşı düşmənçilik edən insanların ən şiddətlisi olduğunu görəcəksən. “Biz nəsraniyik!”– deyənləri isə sevgi baxımından iman gətirənlərə ən yaxın olduğunu görəcəksən. Çünki onların arasında keşişlər və rahiblər var və onlar təkəbbürlük göstərməzlər.",""
752,5,83,"Allahın elçisinə nazil ediləni (Quranı) eşitdikləri zaman, haqqı bildiklərinə görə onların gözlərinin yaşla dolduğunu görərsən. Onlar (belə) deyərlər: “Ey Rəbbimiz! Biz iman gətirdik, bizi də şahidlərlə bir yerə yaz!",""
753,5,84,"Rəbbimizin bizi əməlisaleh insanlarla birlikdə (Cənnətə) daxil edəcəyinə ümid etdiyimiz halda, nə üçün biz Allaha və bizə gələn haqqa inanmayaq?!”",""
754,5,85,"Söylədikləri (bu) sözdən dolayı, Allah onlara (ağacları və qəsrləri) altından çaylar axan, içində əbədi qalacaqları cənnətlər bəxş etdi. Yaxşı iş görənlərin mükafatı budur.",""
755,5,86,"Küfür edib ayələrimizi yalan sayanlar isə cəhənnəmlikdirlər.",""
756,5,87,"Ey iman gətirənlər! Allahın sizə halal buyurduğu pak nemətləri (özünüzə) haram etməyin və həddi aşmayın. Həqiqətən, Allah həddi aşanları sevməz.",""
757,5,88,"Allahın sizə halal və təmiz olaraq bəxş etdiyi ruzilərdən yeyin və iman gətirdiyiniz Allahdan qorxun!",""
758,5,89,"Allah sizi, qəsdiniz olmadan içdiyiniz andlara görə cəzalandırmaz, lakin O sizi, qəsdən içdiyiniz andlara görə cəzalandıracaqdır. Bunun kəffarəsi ailənizə yedirtdiyinizin orta hesabı dəyərində on miskin yedirtmək, yaxud (on miskin) geyindirmək, yaxud da bir kölə azad etməkdir. (Bunları) tapmayan kəs üç gün (ardıcıl) oruc tutmalıdır. Bu, içdiyiniz andların kəffarəsidir. Andlarınızı qoruyun! Allah Öz ayələrini sizə belə bəyan edir ki, bəlkə şükür edəsiniz.",""
759,5,90,"Ey iman gətirənlər! Şübhəsiz ki, şərab da, qumar da, (ibadət üçün) dik qoyulmuş bütlət (və ya daşlar) da, fal oxları da şeytan əməlindən olan murdar şeylərdir. Bunlardan çəkinin ki, bəlkə nicat tapasınız.",""
760,5,91,"Həqiqətən, şeytan şərab və qumar vasitəsilə sizin aranıza ədavət və kin salmaq, sizi Allahı anmaqdan və namazdan ayırmaq istər. Bunlara son qoyacaqsınızmı?",""
761,5,92,"Allaha itaət edin, Onun rəsuluna itaət edin və (pis əməllərdən) çəkinin! Əgər üz çevirsəniz, bilin ki, Rəsulumuzun öhdəsinə düşən yalnız açıq təbliğ etməkdir.",""
762,5,93,"İman gətirib yaxşı işlər görənlərə, (Allahdan) qorxaraq iman gətirib saleh əməllər etdikləri, sonra (yenə Allahdan) qorxaraq iman gətirdikləri, sonra (yenə də Allahdan) qorxaraq yaxşı işlər gördükləri təqdirdə, (haram edilməzdən əvvəl) daddıqları şeylərə görə heç bir günah gəlməz. Allah yaxşı iş görənləri sevər.",""
763,5,94,"Ey iman gətirənlər! Allah sizi (ihramda ikən) əllərinizin və nizələrinizin çata biləcəyi bir ovla (onu qadağan etməklə) imtahan edər ki, kimin gizlində Ondan qorxduğunu üzə çıxarsın. Bundan sonra həddi aşan kimsə üçün isə ağrılı-acılı bir əzab hazırlanmışdır.",""
764,5,95,"Ey iman gətirənlər! İhramda ikən ovu öldürməyin. Sizlərdən kim onu qəsdən öldürərsə, (kəffarəsi) öldürdüyünün mislində bir (qurbanlıq) heyvanı əvəz ödəməkdir. Buna sizlərdən iki ədalətli kişi qərar verməli, (sonra da həmin) qurbanlıq heyvan Kəbəyə (Məkkəyə) çatdırılmalıdır. Yaxud kəffarə olaraq kasıbları yedirtməli, ya da buna bərabər oruc tutmalıdır ki, əməlinin cəzasını dadsın. Allah olub-keçənləri bağışlamışdır. Kim yenə (bu günaha) qayıtsa, Allah ondan intiqam alar. Allah qüdrətlidir, intiqam almağa qadirdir.",""
765,5,96,"Həm sizin, həm də səfərdə olanların faydalanması üçün dəniz ovu və onu yemək sizə halal edildi. İhramda olduğunuz müddətcə quruda ov etmək isə sizə haram edildi. Hüzuruna toplanacağınız Allahdan qorxun!",""
766,5,97,"Allah Kəbəni – Beytulharamı, haram ayı, (həcc) qurbanını və boynuna nişan taxılmış qurbanlıq heyvanları insanların işlərini yoluna qoymaq üçün bir vasitə etdi. Bu, Allahın göylərdə və yerdə nə varsa (hamısını) bildiyini anlamanız üçündür. Allah hər şeyi biləndir.",""
767,5,98,"Bilin ki, Allah şiddətli cəza verəndir, həmçinin, Allah bağışlayandır, rəhmlidir.",""
768,5,99,"Allah rəsulunun üzərinə düşən (vəzifə) ancaq təbliğ etməkdir. Allah sizin aşkara çıxardığınızı da, gizlində saxladığınızı da bilir.",""
769,5,100,"(Ey Muhamməd!) De: “Murdar şeyin çox olması sənin xoşuna gəlsə belə, murdarla təmiz eyni ola bilməz”. Ey ağıl sahibləri! Allahdan qorxun ki, bəlkə nicat tapasınız.",""
770,5,101,"Ey iman gətirənlər! Sizə agah olunca xoşunuza gəlməyəcək şeylər barəsində soruşmayın. Əgər Quran nazil edildiyi zaman onlar haqqında soruşsanız, sizə agah olar. (Halbuki) Allah (soruşduğunuz o şeyləri) əfv etmişdir. Allah bağışlayandır, həlimdir.",""
771,5,102,"Sizdən əvvəl olan bir qövm onlar barədə soruşmuş, sonra da (onları inkar edib) kafir olmuşdu.",""
772,5,103,"Bəhirə, saibə, vəsilə və ham (adlandırılıb bütlərə nəzir edilən heyvanlar) barəsində Allah heç nə buyurmamışdır. Lakin kafirlər Allaha qarşı yalan uydururlar. Onların çoxu isə (bunu) anlamırlar.",""
773,5,104,"Onlara: “Allahın nazil etdiyinə və rəsula tərəf gəlin”– deyildikdə: “Atalarımızın tutduğu yol bizə bəs edər”– deyirlər. Bəs ataları bir şey bilməyib doğru yola yönəlməyiblərsə, necə?!",""
774,5,105,"Ey iman gətirənlər! Öz qeydinizə qalın! Siz doğru yolda olsanız, (haqq yoldan) azmış kimsə sizə zərər yetirə bilməz. Hamınızın dönüşü Allahadır və O, etdiyiniz əməllər barədə sizə xəbər verəcəkdir.",""
