"Translation Info:
#---------------------------
957,7,3,"Сизларга Парвардигорингиздан нозил қилинган нарсага эргашингиз, ундан ўзга «дўстларга» эргашмангиз! Жуда оз эслатма олурсизлар.",""
958,7,4,"Қанчадан-қанча шаҳар-қишлоқларни ҳалок қилдик. Бас, азобимиз уларга тун уйқусида ёки кун уйқусида келди.",""
959,7,5,"Бизнинг азобимиз келган вақтида улар: «Албатта биз ўзимизга ўзимиз зулм қилган эканмиз», дейишдан бошқа даъвони қила олмадилар.",""
960,7,6,"Бас, Биз пайғамбар юборилган кишиларни ҳам, юборилган пайғамбарлар(нинг ўзлари)ни ҳам саволга тутармиз.",""
961,7,7,"Кейин уларга билган ҳолимизда сўзлаб берурмиз. (Чунки) Биз ғойиб эмас эдик.",""
962,7,8,"Ўша куни (амалларни) тортиш ҳақдир. Бас, кимнинг тортилган (яхши амаллари) оғир келса, ана ўшалар нажот топгувчилардир.",""
963,7,9,"Тортилган (яхши амал)лари енгил келганлар эса Бизнинг оятларимизга зулм қилганлари туфайли ўзларига зиён қилган кимсалардир.",""
964,7,10,"Албатта, Биз сизларга заминни маскан этиб, сизлар учун унда тирикчилик воситаларини яратиб қўйдик. Жуда оз шукр қилурсизлар.",""
965,7,11,"Сизларни яратдик. Кейин сизларга сурат бердик. Кейин эса фаришталарга: «Одамга сажда қилинглар», дейишимиз билан улар сажда қилдилар. Фақат Иблис бундан мустасно. У сажда қилгувчилардан бўлмади.",""
966,7,12,"У Зот: «Сенга буюрганимда сажда қилишингдан нима тўсди?» – деди. У: «Мен ундан яхшиман, мени ўтдан яратдинг, уни эса лойдан яратдинг», – деди.",""
967,7,13,"У Зот деди: «У ҳолда ундан тушгин! Сен учун унда кибру ҳаво қилиб юриш жоиз эмас. Бас, чиқ! Албатта, сен хор бўлгувчилардандирсан!»",""
968,7,14,"«Менга улар тириладиган кунгача муҳлат бер», деди у.",""
969,7,15,"У Зот: «Албатта, сен муҳлат берилганлардансан», – деди.",""
970,7,16,"У айтди: «Мени йўлдан оздирганинг сабабли мен ҳам Сенинг тўғри йўлинг устида ўтириб олиб, (уларни оздираман).",""
971,7,17,"Кейин уларнинг олд тарафларидан, орқа тарафларидан, ўнгларидан ва сўлларидан келурман. Уларнинг аксариятини шукр қилгувчилардан топмассан».",""
972,7,18,"У Зот деди: «Ундан хор бўлиб ва қувилиб чиқ! Улардан ким сенга эргашса, албатта, жаҳаннамни ҳаммангиз билан тўлдирурман».",""
973,7,19,"«Эй Одам, сен эса жуфтинг билан жаннатни маскан тутиб, истаган жойингиздан тановул қилинг. Фақат мана бу дарахтга яқинлашмангки, у ҳолда золимлардан бўлиб қолурсиз».",""
974,7,20,"Сўнг шайтон уларни беркитилган авратларини очиб юбориш учун васвасага солди ва: «Парвардигорингиз фақат фаришталарга айланмаслигингиз ёки (жаннатда) абадий яшаб қолмаслигингиз учунгина сизларни бу дарахтдан қайтарди», деди.",""
975,7,21,"Уларга: «Мен сизларга насиҳат қилувчиларданман», – деб қасам ичди.",""
976,7,22,"Бас, алдов билан уларни (тубан ҳолатга) тушириб қўйди. Ўша дарахтдан татиб кўришлари биланоқ авратлари очилиб қолди ва ўзларини жаннат япроқлари билан тўса бошладилар. (Шунда) уларга Парвардигорлари нидо қилиб (деди): «Сизларни бу дарахтдан қайтармаганмидим ва: «Албатта, шайтон сизларнинг очиқ душманингиз», демаганмидим?!»",""
977,7,23,"Улар: «Парвардигоро, биз ўз жонимизга жабр қилдик. Агар бизни кечирмасанг ва раҳм қилмасанг, шубҳасиз, зиён кўргувчилардан бўлиб қолурмиз», дедилар.",""
978,7,24,"У Зот: «Бир-бирингизга душман бўлган ҳолингизда тушинглар. Сизларга ер юзида қароргоҳ бор ва маълум вақтгача фойдаланиш бор», – деди.",""
979,7,25,"У Зот: «Унда ҳаёт кечирасизлар, унда ўласизлар ва ундан қайта чиқариласизлар», – деди.",""
980,7,26,"Эй Одам болалари, Биз сизларга авратларингизни тўсадиган либосни ҳам, ясантирадиган (либосни) ҳам туширдик. Энг яхши либос тақво либосидир. Бу Аллоҳнинг оятларидандир. Шояд, эслатма олсалар.",""
981,7,27,"Эй Одам болалари, шайтон отангизнинг авратларини ўзларига кўрсатиш учун либосларини ечиб, жаннатдан чиқаргани каби сизларни ҳам алдаб қўймасин! Чунки у ва унинг малайлари сизларни ўзингиз билмайдиган тарафдан кўриб турадилар. Албатта, Биз шайтонни иймон келтирмайдиганларга дўст қилиб қўйганмиз.",""
982,7,28,"Улар қачон бир бузуқ иш қилсалар: «Ота-боболаримиз шундай қилаётганини кўргандик. Буни бизга Аллоҳ буюрган», – дерлар. Айтинг: «Шак-шубҳасиз, Аллоҳ бузуқ ишларга буюрмас. Аллоҳ шаънига билмайдиган нарсангизни айтасизми?!»",""
983,7,29,"Айтинг: «Парвардигорим адолатга буюрган. Ҳар бир масжидда юзингизни тўғри тутингиз ва У Зотга динингизни холис қилган ҳолда дуо айлангиз. Сизларни аввалда қандай яратган бўлса, ўша ҳолда қайтасизлар».",""
984,7,30,"Бир гуруҳни ҳидоят қилди. Бошқа гуруҳга йўлдан озиш ҳақ бўлди. Чунки улар Аллоҳни қўйиб, шайтонларни ўзларига дўст тутдилар ва ўзларини ҳидоят топганлар, деб ҳисоблайдилар.",""
985,7,31,"Эй Одам болалари, ҳар бир ибодат чоғида ўз зийнатингизни олингиз. Еб-ичингиз ва исроф қилмангиз. Чунки У Зот исроф қилувчиларни севмас.",""
986,7,32,"Айтинг: «Аллоҳ бандалари учун чиқарган зийнат ва покиза ризқларни ким ҳаром қилди?!» Айтинг: «Улар дунё ҳаётида иймон келтирганлар учундир. Қиёмат кунида эса фақат уларгагина хосдир». Биладиган қавм учун оятларни мана шундай тафсилоти билан баён қилурмиз.",""
987,7,33,"Айтинг: «Парвардигорим фақатгина ошкор ва яширин бузуқликларни, гуноҳ ишларни, ноҳақ зулм қилишни ва Аллоҳга ҳеч қандай ҳужжат туширмаган нарсаларни шерик қилиб олишингизни ҳамда Аллоҳ шаънига билмайдиган нарсаларни гапиришингизни ҳаром қилган, холос».",""
988,7,34,"Ҳар бир уммат учун бир ажал бордир. Бас, қачон уларнинг ажали келса, уни бирон соатга ортга ҳам, олдга ҳам сура олмайдилар.",""
989,7,35,"Эй Одам болалари, сизларга ўзингиздан бўлган пайғамбарлар келиб, Менинг оятларимни қисса қилиб берурлар. Ким тақво қилиб, (ўзини) ўнглаб олса, улар учун хавф йўқдир ва улар хафа бўлмаслар.",""
990,7,36,"Оятларимизни ёлғонга чиқарганлар ва улардан кибр қилганлар, ана ўшалар дўзах эгаларидир. Улар унда абадий қолурлар.",""
991,7,37,"Аллоҳга нисбатан ёлғон тўқиган ёки унинг оятларини ёлғонга чиқарган кимсадан ҳам золимроқ одам борми?! Ана ўшаларга тақдир китобидаги насибалари етар. Бизнинг элчиларимиз келиб уларнинг жонларини олаётиб: «Аллоҳдан ўзга ибодат қилаётган нарсаларингиз қани?» – дерлар. Улар: «Биздан ғойиб бўлишди», – дерлар ва ўз зиёнларига кофир бўлганларини айтиб, гувоҳлик берарлар.",""
992,7,38,"У Зот: «Сизлардан олдин ўтган жин ва инсдан бўлган умматлар қаторида дўзахга кирингиз», – дер. Қачон бир уммат кирса, шеригини лаънатлар. У ерда ҳаммалари топишганларида кейингилари аввалгиларини (маломат қилиб): «Парвардигоро, бизни анавилар адаштирган эдилар. Уларга дўзах азобини икки баробар қилиб бер», – дерлар. У Зот: «Барчангизга икки баробар, лекин билмайсизлар», – дер.",""
993,7,39,"Аввалгилар кейингиларга: «Сизларнинг биздан ортиқ жойингиз йўқ. Қилган ишингизга яраша азобни тортаверингиз», – дерлар.",""
994,7,40,"Албатта, оятларимизни ёлғонга чиқарганлар ва улардан кибр қилганларга осмон эшиклари очилмас ва улар туя игна тешигидан ўтмагунча жаннатга кирмаслар. Жиноятчиларни мана шундай жазолармиз.",""
995,7,41,"Уларга жаҳаннамдан тўшак ва устларига чойшаб бор. Золимларни мана шундай жазолармиз.",""
996,7,42,"Иймон келтириб, яхши амалларни қилганлар — Биз ҳеч бир жонни тоқатидан ташқари нарсага таклиф қилмаймиз — ана ўшалар жаннат эгаларидир. Улар унда абадий қолурлар.",""
997,7,43,"Қалбларидаги ғиллу ғашликни суғуриб олдик. Остларидан анҳорлар оқиб туради. Улар: «Бизни шунга ҳидоят қилган Аллоҳга ҳамдлар бўлсин, агар Аллоҳ бизни ҳидоят қилмаганда, ўзимиз йўл топа олмас эдик. Парвардигоримизнинг элчилари ҳақни келтирдилар», – дедилар. Ва уларга: «Қилиб ўтган (яхши) амалларингиз сабабли сизларга мерос қилиб берилган жаннат мана шудир», деб нидо қилинур.",""
998,7,44,"Жаннат эгалари дўзах эгаларига: «Бизлар Парвардигоримиз берган ваъданинг ҳақ эканини кўрдик, сизлар ҳам Парвардигорингиз ваъда қилган нарсанинг ҳақ эканини кўрдингизми?!» - деганларида, улар: «Ҳа», дейдилар. Бас, уларнинг ўрталарида бир жарчи: «Золимларга Аллоҳнинг лаънати бўлгай», деб жар солур.",""
999,7,45,"«(Золимларки), Аллоҳнинг йўлидан тўсадилар, уни бузмоқчи бўладилар ва охиратга куфр келтирадилар».",""
1000,7,46,"Уларнинг ўрталарида тўсиқ бўлиб, Аъроф устида ҳаммани сиймоларидан таниб оладиган кишилар бўлур. Улар умидвор бўлиб турган, (лекин ҳали жаннатга) кирмаган жаннат эгаларига: «Сизларга тинчлик-саломатлик бўлгай», дейдилар.",""
1001,7,47,"Қачонки кўзлари дўзах эгалари томон бурилиб қолса: «Парвардигоро, бизни золим қавм билан бирга қилмагин», дерлар.",""
1002,7,48,"Аъроф эгалари сиймоларидан таниб олган кишиларига нидо қилиб дедилар: «Тўплаган молу дунёйингиз ва қилган кибру ҳавойингиз сизларга асқотмабди-ку!»",""
1003,7,49,"Сизлар: «Аллоҳ уларга раҳмат етказмас», деб қасам ичганингиз ана уларми?! (Уларга): «Жаннатга киринглар! Сизга хавф йўқ ва сиз хафа ҳам бўлмайсиз», – (дейилди-ку).",""
1004,7,50,"Дўзах эгалари жаннат эгаларига: «Бизга ҳам сувдан ёки Аллоҳ сизга ризқ қилиб берган нарсадан тўкинглар», деб нидо қиларлар. Шунда улар: «Албатта, Аллоҳ буларни кофирларга ҳаром қилган», дерлар.",""
1005,7,51,"""(Кофирларки), динларини ўйин-кулги қилиб олганлар ва дунё ҳаётига алданганлар», (дерлар.) Бас, бу кунда улар бугунги учрашувни унутганлари ва оятларимизни инкор қилганларидек, Биз ҳам уларни унутамиз.",""
1006,7,52,"Биз уларга иймон келтирган қавм учун ҳидоят ва раҳмат бўлган бир Китобни олиб келдик, уни илм асосида муфассал айладик.",""
1007,7,53,"Улар унинг таъвилини — оқибатини кутмоқдалар, холос. Унинг таъвили келадиган кунда илгари уни унутганлар: «Парвардигоримизнинг пайғамбарлари ҳақ ила келган эканлар. Энди бизни шафоат қиладиган шафоатчилар бормикан ёки ортга қайтарилармиканмиз, токи қилган амалларимиздан бошқача амалларни қилсак», – дерлар. Ҳақиқатан, улар ўзларига зиён қилдилар ва тўқиб олган нарсалари улардан ғойиб бўлди.",""
1008,7,54,"Албатта, осмонлару ерни олти кунда яратиб, сўнгра Аршга кўтарилган Парвардигорингиз кечани кундуз устига ёпадир. Униси бунисини шошилиб қувлайдир. Қуёш, ой ва юлдузларни Ўз амрига бўйсундирилган қилиб яратди. Огоҳ бўлинг, яратиш ва амр қилиш Унинг Ўзига хосдир. Оламларнинг Парвардигори - Аллоҳ буюкдир.",""
1009,7,55,"Парвардигорингизга тазарру билан махфий ҳолда дуо қилингиз! Зотан, У ҳаддан ошувчи кимсаларни севмас.",""
1010,7,56,"Ислоҳ қилингандан кейин ер юзида бузғунчилик қилмангиз ва Ундан қўрқиб ва умид қилиб дуо айлангиз. Албатта, Аллоҳнинг раҳмати муҳсинларга яқиндир.",""
1011,7,57,"У шундай Зотки, Ўз раҳматининг олдидан хушхабар қилиб шамолларни юборур. Улар оғир булутларни кўтариб келгач, Биз у билан ўлик шаҳарни суғорурмиз. Бас, унга сув ёғдириб, унинг кўмагида ҳар хил мевалар чиқарурмиз. Ўликларни ҳам мана шундай чиқарурмиз. Шояд, эслатма-ибрат олсангизлар.",""
1012,7,58,"Пок юртнинг ўсимлиги Парвардигорининг изни ила униб чиқур. Нопок ерники эса қийинчиликсиз чиқмас. Шукр қиладиган қавм учун оят-аломатларимизни мана шундай баён қилиб берурмиз.",""
1013,7,59,"Албатта, Нуҳни ўз қавмига пайғамбар қилиб юбордик. У деди: «Эй қавмим, Аллоҳга ибодат қилингиз! Сизлар учун Ундан ўзга илоҳ йўқдир. Албатта, мен сизларнинг улуғ кун азобига гирифтор бўлишингиздан қўрқаман».",""
1014,7,60,"Қавмидаги зодагонлар: «Албатта, биз сенинг очиқ залолатда эканингни кўряпмиз», дедилар.",""
1015,7,61,"У деди: «Эй қавмим, менда залолат йўқ. Аксинча, мен оламлар Парвардигори тарафидан юборилган пайғамбарман.",""
1016,7,62,"Сизларга Парвардигоримнинг рисолатларини етказаман, сизларга насиҳат қиламан ва Аллоҳ томонидан сиз билмаган нарсани биламан».",""
1017,7,63,"Сизларни огоҳлантириш ҳамда тақводор бўлишингиз ва раҳматга сазовор бўлишингиз учун сизларга Парвардигорингиздан бўлган эслатма ўзингиздан чиққан бир киши орқали келганидан ажабландингизми?",""
1018,7,64,"Уни ёлғончига чиқардилар. Кейин Биз уни ва у билан бирга бўлганларни кемада қутқардик. Оятларимизни ёлғонга чиқарганларни эса ғарқ қилдик. Улар кўр қавм эдилар.",""
1019,7,65,"Одга ўз биродари Ҳудни (юбордик). У деди: «Эй қавмим, Аллоҳга ибодат қилингиз. Сизларга Ундан ўзга илоҳ йўқ. Тақво қилмайсизларми?!»",""
1020,7,66,"Қавмидаги куфр келтирган зодагонлар: «Албатта, биз сенинг эси паст эканингни кўриб турибмиз ва, албатта, биз сени ёлғончилардан, деб ўйлаймиз», дедилар.",""
1021,7,67,"У деди: «Эй қавмим, мен эси паст эмасман, аксинча, мен оламлар Парвардигори тарафидан юборилган пайғамбарман.",""
1022,7,68,"Сизларга Парвардигоримнинг рисолатларини етказаман ва мен сизларга ишончли насиҳатгўйман».",""
1023,7,69,"Сизларни огоҳлантириш учун Парвардигорингиздан бўлган эслатма ўзингиздан чиққан бир киши орқали келганидан ажабландингизми? Сизларни Нуҳ қавмидан кейин халифа қилганини ва хилқатингизда куч-қувватни зиёда қилганини эслангиз. Аллоҳнинг неъматларини эслангиз. Шоядки, нажот топсангиз.",""
1024,7,70,"Улар дедилар: «Сен бизга ёлғиз Аллоҳнинг Ўзига ибодат қилишимиз ва ота-боболаримиз ибодат қилган нарсаларни тарк этишимиз учун келдингми?! Агар ростгўйлардан бўлсанг, бизга ваъда қилаётган нарсангни келтир!»",""
1025,7,71,"У деди: «Албатта, устингизга Парвардигорингиз тарафидан азоб ва ғазаб тушди. (Уларнинг худолигига) Аллоҳ ҳеч бир ҳужжат туширмаган, ўзингиз ва ота боболарингиз қўйиб олган номлар ҳақида мен билан тортишасизларми?! Бас, кутиб туринглар! Мен ҳам сизлар билан кутиб тургувчиларданман».",""
1026,7,72,"Бас, унга ва у билан бирга бўлганларга Ўз раҳматимиз билан нажот бердик. Бизнинг оятларимизни ёлғонга чиқарганларнинг эса думларини қирқдик. Улар мўмин эмас эдилар.",""
1027,7,73,"Самудга биродари Солиҳни (юбордик). У деди: «Эй қавмим, Аллоҳга ибодат қилинглар. Сизларга Ундан ўзга илоҳ йўқ. Сизга Парвардигорингиздан ҳужжат келди. Аллоҳнинг мана бу туяси сизларга белгидир. Уни Аллоҳнинг ерида тек қўйинглар, еб-ичиб юраверсин. Унга ёмонлик етказманглар. Тағин сизни аламли азоб тутиб қолмасин».",""
1028,7,74,"Сизларни Оддан кейин халифа қилганини ва сизларга ернинг текисликларида қасрлар қуришингиз, тоғларини эса йўниб, ундан уйлар қилиб олишингиз учун имкон берганини эслангиз! Бас, Аллоҳнинг неъматларини эслангиз ва ерда бузғунчилик қилиб юрмангиз!",""
1029,7,75,"Қавмидаги мутакаббир зодагонлари заиф-бечораларидан иймон келтирганларига: «Солиҳни Парвардигори тарафидан юборилган пайғамбар деб билурмисиз?» - дейишди. Улар айтдилар: «Албатта, биз у орқали юборилган нарсага иймон келтиргувчимиз».",""
1030,7,76,"Мутакаббир бўлганлар дедилар: «Албатта, биз сиз иймон келтирган нарсага кофирмиз».",""
1031,7,77,"Бас, туяни сўйдилар, Парвардигорларининг фармонидан юз ўгирдилар ва дедилар: «Эй Солиҳ, агар пайғамбарлардан бўлсанг, бизга ваъда қилаётган нарсангни келтир».",""
1032,7,78,"Бас, уларни шиддатли зилзила тутиб, турган жойларида қотиб қолдилар.",""
1033,7,79,"Кейин (Солиҳ) улардан юз ўгириб деди: «Эй қавмим, мана, мен сизларга Парвардигоримнинг рисолатини етказдим ва сизларга насиҳат қилдим. Лекин сизлар насиҳат қилгувчиларни севмас экансизлар».",""
1034,7,80,"Лутни (юбордик). У қавмига деди: «Сизлардан илгари бутун оламлардаги бирон кимса қилмаган бузуқликни қиласизларми?!",""
1035,7,81,"Сизлар аёлларни қўйиб, эркакларга шаҳват ила яқинлик қилмоқдасизлар. Йўқ! Сизлар ҳаддидан ошган қавмсизлар!»",""
1036,7,82,"Қавмнинг жавоби эса: «Уларни қишлоғингиздан чиқариб юборингиз! Чунки улар ҳаддан ортиқ покиза одамлар экан», дейишдан ўзга нарса бўлмади.",""
1037,7,83,"Бас, унга ва аҳлига нажот бердик. Фақат хотини (қолиб) ҳалок бўлгувчилардан бўлди.",""
1038,7,84,"Уларнинг устига даҳшатли ёмғир (тош) ёғдирдик. Ана энди жиноятчиларнинг оқибати қандай бўлганини кўринг.",""
1039,7,85,"Мадянга ўз биродарлари Шуайбни (юбордик). У деди: «Эй қавмим, Аллоҳга ибодат қилингиз. Сизлар учун Ундан ўзга илоҳ йўқ. Албатта, сизларга Парвардигорингиздан ҳужжат келди. Бас, ўлчов ва тарозуни тўлиқ адо этингиз, одамларнинг нарсаларидан камайтириб қолмангиз ва ер юзи ислоҳ бўлганидан кейин унда бузғунчилик қилмангиз. Агар мўмин бўлсангиз, мана шу ўзингиз учун яхшидир».",""
1040,7,86,"Ҳар кўчада (одамларни) қўрқитиб ва Аллоҳга иймон келтирган зотларни Унинг йўлидан тўсиб ҳамда у йўлни бузишга ҳаракат қилиб ўтирмангиз! Эслангиз! Озчилик эдингиз, сизларни кўпайтирди. Кўрингиз! Бузғунчиларнинг оқибати қандай бўлди?!",""
1041,7,87,"Сизлардан бир тоифа мен билан юборилган динга иймон келтириб, бошқа бир тоифа эса иймон келтирмаса, бас, то ўртамизда Аллоҳ ҳукм қилгунича сабр қилингиз. У ҳукм қилгувчиларнинг яхшироғидир.",""
1042,7,88,"Унинг қавмидан бўлган мутакаббир кимсалар: «Эй Шуайб, ё сени ва сен билан бирга иймон келтирган кишиларни қишлоғимиздан ҳайдаб чиқарамиз, ёки сизлар бизнинг динимизга қайтасизлар», дейишди. У айтди: «Ёмон кўрсак ҳам-а?",""
1043,7,89,"Аллоҳ бизга (ботил) динингиздан нажот берганидан кейин яна унга қайтсак, албатта, Аллоҳга нисбатан ёлғон тўқиган бўламиз. Биз учун унга қайтиш мутлақо мумкин эмас, магар Парвардигоримиз Аллоҳ хоҳласагина (мумкин). Парвардигоримиз ҳамма нарсани Ўз илми ила қамраб олгандир. Аллоҳга таваккал қилдик. Парвардигоро, биз билан қавмимиз ўртасида ҳақ ила ҳукм қилгайсан. Ўзинг ҳукм қилгувчиларнинг яхшироғидирсан».",""
1044,7,90,"Унинг қавмидан куфр келтирган кимсалар: «Агар Шуайбга эргашсангиз, албатта, зиён кўрувчи бўлурсиз», – дедилар.",""
1045,7,91,"Бас, уларни шиддатли зилзила олди ва жойларида ўтириб қолдилар.",""
1046,7,92,"Шуайбни ёлғончига чиқарганлар худди у ерда яшамагандек бўлиб қолдилар. Шуайбни ёлғончига чиқарганларнинг ўзлари зиён кўрувчи бўлдилар.",""
1047,7,93,"Кейин улардан юз ўгириб деди: «Эй қавмим, мен сизларга Парвардигоримнинг юборганларини етказдим ва сизларга насиҳат қилдим. Энди қандай кофир қавмга қайғурай?»",""
1048,7,94,"Қайси бир қишлоққа пайғамбар юборсак, унинг аҳлини бахтсизлик ва мусибатлар ила тутганмиз. Шояд, шунда тавба-тазарру қилсалар.",""
1049,7,95,"Кейин ёмонликни яхшиликка алмаштирганмиз. Ўзларидан кўпайиб: «Ота-боболаримизга ҳам қийинчилик ва хурсандчилик етган эди», деганларида эса уларни ўзларига сездирмай, тўсатдан тутганмиз.",""
1050,7,96,"Агар қишлоқлар аҳли иймон келтирганларида ва тақво қилганларида эди, Биз, албатта, уларга осмону ердан баракотларни очиб қўяр эдик. Лекин улар ёлғонга чиқардилар, бас, уларни қилган касблари туфайли тутдик.",""
1051,7,97,"Қишлоқлар аҳли уларга Бизнинг бало-қазойимиз тунда, ухлаётган ҳолларида келишидан хотиржам бўлиб қолдиларми?!",""
1052,7,98,"Қишлоқлар аҳли уларга Бизнинг бало-қазойимиз чошгоҳ пайтида, ўйнаётган ҳолларида келишидан хотиржам бўлиб қолдиларми?!",""
1053,7,99,"Аллоҳнинг макридан хотиржам бўлиб қолдиларми?! Аллоҳнинг макридан фақат зиён кўрувчи қавмгина хотиржам бўлур.",""
1054,7,100,"Бу ерга (олдинги) эгаларидан кейин меросхўр бўлаётган кимсаларга, агар хоҳласак, гуноҳлари туфайли мусибат етказишимиз ва қалбларига муҳр босиб, эшитмайдиган қилиб қўйишимиз аён бўлмадими?!",""
1055,7,101,"Сизга ўша қишлоқлар ва уларнинг хабарларидан сўйлаётирмиз. Албатта, уларга пайғамбарлари ҳужжат-мўъжизалар келтирганлар. Аммо, улар олдин ёлғонга чиқарган нарсаларига иймон келтирмадилар. Аллоҳ кофирлар қалбига ана шундай қилиб муҳр босди.",""
1056,7,102,"Уларнинг кўпларида аҳдга вафо кўрмадик. Уларни қачон топсак, фосиқликда топдик.",""
1057,7,103,"Кейин уларнинг ортидан Мусони Ўз оятларимиз ила Фиръавн ва унинг одамларига юбордик. Бас, у (оят)ларга зулм қилдилар. Бузғунчиларнинг оқибати қандай бўлганини кўринг.",""
1058,7,104,"Мусо деди: «Эй Фиръавн, албатта, мен оламлар Парвардигори (тарафидан юборилган) пайғамбарман».",""
1059,7,105,"«Менинг зиммамда Аллоҳ шаънига фақат ҳақни айтиш бордир. Мана, сизларга Парвардигорингиздан ҳужжат келтирдим. Энди мен билан Бани Исроилни қўйиб юбор».",""
1060,7,106,"(Фиръавн): «Агар ростгўй кишилардан бўлиб, оят-мўъжиза билан келган бўлсанг, қани, уни келтир», деди.",""
1061,7,107,"Шунда (Мусо) асосини ташлаган эди, бирдан у ҳақиқий аждарга айланди.",""
1062,7,108,"Ва қўлини чиқарган эди, бирдан у қараб турганларга оппоқ бўлиб кўринди.",""
1063,7,109,"Фиръавн қавмидан бўлган кимсалар дедилар: «Албатта, бу моҳир сеҳргардир».",""
1064,7,110,"""У сизларни ерингиздан чиқармоқчи бўляпти. Энди шунга нима дейсизлар?»",""
1065,7,111,"Улар дедилар: «Уни ва акасини қўйиб тургин-да, шаҳарларга (сеҳргарларни) тўпловчиларни юбор».",""
1066,7,112,"""(Мамлакатдаги) барча моҳир сеҳргарларни сенга олиб келсинлар».",""
1067,7,113,"Сеҳргарлар Фиръавнга келиб: «Агар ғолиб бўлсак, бизга мукофот бериладими?» – дедилар.",""
1068,7,114,"У деди: «Ҳа, (ғолиб бўлсангизлар) менинг яқин кишиларимдан бўлурсизлар».",""
1069,7,115,"Улар айтдилар: «Эй Мусо, ё сен ташла, ёки биз ташлаймиз».",""
1070,7,116,"У: «Сизлар ташланглар», деди. Бас, улар ташлаганларида одамларнинг кўзларини бўяб, даҳшатга солиб қўйдилар ва зўр сеҳр кўрсатдилар.",""
1071,7,117,"Биз Мусога: «Асойингни ташлагин», деб ваҳий юбордик. Бирдан у уларнинг «уйдирма»ларини юта бошлади.",""
1072,7,118,"Бас, ҳақ қарор топди ва уларнинг қилган ҳаракатлари эса ботил бўлди.",""
1073,7,119,"Ўша ерда енгилдилар ва беобрў бўлиб қайтдилар.",""
1074,7,120,"Шунда сеҳргарлар саждага йиқилиб дедилар:",""
1075,7,121,"«Оламларнинг Парвардигорига иймон келтирдик.",""
1076,7,122,"Мусо ва Ҳоруннинг Парвардигорига».",""
1077,7,123,"Фиръавн деди: «Мен сизга изн бермай туриб, унга иймон келтирдингизми?! Албатта, бу унинг аҳлини шаҳардан чиқариш учун сизнинг қилган макрингиздир. Ҳали биласиз.",""
1078,7,124,"Оёқ-қўлларингизни қарама-қарши томонидан кесаман ва ҳаммангизни осаман».",""
1079,7,125,"Улар дедилар: «Албатта, биз Парвардигоримизга қайтгувчимиз.",""
1080,7,126,"Сен биздан фақат Парвардигоримизнинг оятлари келганда уларга иймон келтирганимиз учунгина ўч олмоқдасан! Парвардигоро, устимиздан сабр ёғдир ва мусулмон ҳолимизда вафот эттиргин».",""
1081,7,127,"Фиръавн қавмидан бўлган одамлар: «Мусо ва қавмининг сени ва худоларингни тарк қилиб, ер юзида бузғунчилик қилишларига йўл қўйиб берасанми?» – дедилар. У: «Ўғилларини ўлдириб, аёлларини тирик қолдирамиз ва биз, албатта, улар устидан қаҳр ўтказувчилармиз», – деди.",""
1082,7,128,"Мусо ўз қавмига: «Аллоҳдан ёрдам сўранглар ва сабр қилинглар. Ер Аллоҳники, уни бандаларидан кимни хоҳласа, ўшанга мерос қилиб беради. Оқибат тақводорларникидир», – деди.",""
1083,7,129,"Улар: «Сен бизга келмасингдан олдин ҳам, келганингдан кейин ҳам озор кўрдик», дедилар. У: «Шояд, Парвардигорингиз душманларингизни ҳалок этиб, сизларни ер юзига халифа қилса ва қандай амал қилишингизни кўрса», деди.",""
1084,7,130,"Биз Фиръавн одамларини (қаҳатчилик) йиллари ва мева-чевалар танқислиги билан ушладик.",""
1085,7,131,"Ўзларига яхшилик етганда: «Бунга биз ҳақдормиз», дедилар. Ёмонлик етса, Мусо ва у билан бирга бўлганлардан кўрдилар. Огоҳ бўлсинларким, уларнинг кўргуликлари фақат Аллоҳнинг ҳузуридандир. Лекин кўплари (буни) билмайдилар.",""
1086,7,132,"Улар: «Ҳар қанча оят келтириб бизни сеҳрламоқчи бўлсанг ҳам биз сенга иймон келтиргувчи эмасмиз», дедилар.",""
1087,7,133,"Бас, уларнинг устидан тўфон, чигиртка, бит, бақа ва қонларни очиқ-ойдин ва муфассал белгилар қилиб юбордик. Бас, улар мутакаббирлик қилдилар ва жиноятчи қавм бўлдилар.",""
1088,7,134,"Уларнинг устига бу азоб тушгач: «Эй Мусо, Парвардигорингга сенга берган ваъдаси ҳаққи-ҳурмати, дуо қил! Бизлардан шу азобни кўтарсанг, албатта, сенга иймон келтирурмиз ва Бани Исроилни сен билан бирга қўйиб юборурмиз», дедилар.",""
1089,7,135,"Энди улардан бу азобимизни ўзлари етиб боргувчи бўлган муддатгача кўтарганимизда эса бирдан (ичган қасамларини) бузиб турибдилар.",""
1090,7,136,"Бас, улардан интиқом олдик. Оятларимизни ёлғонга чиқарганлари ва улардан ғофил бўлганлари учун уларни денгизга ғарқ қилдик.",""
1091,7,137,"Ўзимиз баракотли қилган ернинг машриқ ва мағрибларига хорланиб юрган қавмни ворис қилиб қўйдик. Сабр-тоқат қилганлари сабабли Бани Исроилга Парвардигорингизнинг гўзал сўзлари тўла-тўкис бажо бўлди. Фиръавн ва унинг қавми қуриб олган иморатларни, баланд қилиб кўтарган қасрларни эса вайрон қилдик.",""
