"Translation Info:
#---------------------------
1329,9,94,"Sie werden sich bei euch entschuldigen, wenn ihr zu ihnen zurückkehrt. Sag: „Entschuldigt euch nicht! Wir werden euch keinesfalls glauben. Allah hat uns bereits über einige eurer Nachrichten kundgetan. Und Allah wird euer Tun sehen und (auch) Sein Gesandter. Hierauf werdet ihr zum Kenner des Verborgenen und des Offenbaren zurückgebracht werden, und dann wird Er euch kundtun, was ihr zu tun pflegtet.“",""
1330,9,95,"Sie werden euch bei Allah schwören, wenn ihr zu ihnen zurückgekehrt seid, damit ihr von ihnen ablasst. So lasst von ihnen ab, denn sie sind ein Greuel! Und ihr Zufluchtsort ist die Hölle als Vergeltung für das, was sie zu erwerben pflegten.",""
1331,9,96,"Sie schwören euch, damit ihr mit ihnen zufrieden seid. Wenn ihr nun mit ihnen zufrieden sein solltet, so ist Allah gewiss nicht zufrieden mit dem Volk der Frevler.",""
1332,9,97,"Die Wüstenaraber sind noch mehr ungläubig und heuchlerischer, und es passt eher zu ihnen, dass sie die Grenzen dessen, was Allah zu Seinem Gesandten (als Offenbarung) hinabgesandt hat, nicht kennen. Und Allah ist allwissend und allweise.",""
1333,9,98,"Und unter den Wüstenarabern gibt es (auch) manche, die das, was sie (als Spende) ausgeben, als erzwungene Zahlung ansehen und für euch die Schicksalswendungen abwarten. Gegen sie wird die böse Schicksalswendung sein. Und Allah ist allhörend und allwissend.",""
1334,9,99,"Und unter den Wüstenarabern gibt es (aber auch) manche, die an Allah und den Jüngsten Tag glauben und das, was sie (als Spende) ausgeben, als Mittel der Annäherung zu Allah ansehen, und (auch) die (Bitt)gebete des Gesandten. Es ist sicherlich für sie ein Mittel der Annäherung (zu Allah). Allah wird sie in Seine Barmherzigkeit eingehen lassen. Wahrlich, Allah ist allvergebend und barmherzig.",""
1335,9,100,"Und die vorausgeeilten Ersten von den Auswanderern („Muhajirun“) und den Helfern („Ansar“) und diejenigen, die ihnen auf beste Weise gefolgt sind - Allah hat Wohlgefallen an ihnen, und sie haben Wohlgefallen an Ihm. Und Er hat für sie Gärten bereitet, durcheilt von Bächen, ewig und auf immer verweilen sie darin. Dies ist der gewaltigste Erfolg.",""
1336,9,101,"Und unter den Wüstenarabern um euch herum gibt es Heuchler und (auch) unter den Bewohnern von Al-Madinah, die in der Heuchelei geübt sind. Du kennst sie nicht, aber Wir kennen sie. Wir werden sie zweimal strafen, und hierauf werden sie einer gewaltigen Strafe zugeführt werden.",""
1337,9,102,"Und (es gibt) andere, die ihre Sünden eingestanden. Sie haben eine rechtschaffene Tat mit einer anderen schlechten vermischt. Vielleicht wird Allah ihre Reue annehmen. Wahrlich, Allah ist allvergebend und barmherzig.",""
1338,9,103,"Nimm von ihrem Besitz ein Almosen, mit dem du sie rein machst und läuterst, und bete für sie, denn dein (Bitt)gebet ist für sie eine Beruhigung! Und Allah ist allhörend und allwissend.",""
1339,9,104,"Haben sie denn nicht gewusst, dass Allah es ist, Der die Reue von Seinen Dienern annimmt und die Almosen nimmt, und dass Allah der Reue-Annehmende und Barmherzige ist?",""
1340,9,105,"Und sag: „Handelt (und verrichtet Taten)!“ Allah wird eure Handlung sehen, und (auch) Sein Gesandter und die Gläubigen. Und ihr werdet zum Kenner des Verborgenen und des Offenbaren zurückgebracht werden, und dann wird Er euch kundtun, was ihr zu tun pflegtet.",""
1341,9,106,"Und andere (wiederum) werden zurückgestellt, bis die Anordnung Allahs (erfolgt). Entweder bestraft Er sie, oder Er nimmt ihre Reue an. Und Allah ist allwissend und allweise.",""
1342,9,107,"Und (es) gibt (auch) diejenigen, die sich eine Gebetsstätte genommen haben (und dies) mit der Absicht der Schädigung und aus Unglauben und zur Spaltung der Gläubigen und zur Beobachtung für denjenigen, der zuvor gegen Allah und Seinen Gesandten Krieg geführt hat. Sie werden ganz gewiss schwören: „Wir haben ja nur das Beste gewollt.“ Doch Allah bezeugt, dass sie fürwahr Lügner sind.",""
1343,9,108,"Stell dich niemals in ihr (zum Gebet) hin! Eine Gebetsstätte, die vom ersten Tag an auf die Gottesfurcht gegründet worden ist, hat gewiss ein größeres Anrecht darauf, dass du dich in ihr hinstellst. In ihr sind Männer, die es lieben, sich zu reinigen. Und Allah liebt die sich Reinigenden.",""
1344,9,109,"Ist denn derjenige, der seinen Bau auf Furcht vor Allah und (Sein) Wohlgefallen gegründet hat, besser oder der, der seinen Bau auf den Rand eines abstürzenden Hanges gegründet hat, so dass er mit ihm ins Feuer der Hölle abstürzt? Und Allah leitet das ungerechte Volk nicht recht.",""
1345,9,110,"Ihr Bau, den sie errichtet haben, wird nicht aufhören, Zweifel in ihre Herzen (hervorzurufen), bis ihre Herzen in Stücke gerissen sind. Und Allah ist allwissend und allweise.",""
1346,9,111,"Wahrlich, Allah hat von den Gläubigen ihre eigene Person und ihren Besitz dafür erkauft, dass ihnen der (Paradies)garten gehört: Sie kämpfen auf dem Weg Allahs, und so töten sie und werden getötet. (Das ist) ein für Ihn bindendes Versprechen in Wahrheit in der Thora, dem Evangelium und dem Quran. Und wer ist treuer in (der Einhaltung) seiner Abmachung als Allah? So freut euch über das Kaufgeschäft, das ihr abgeschlossen habt, denn das ist der gewaltige Erfog!",""
1347,9,112,"Die Bereuenden, die (Allah) Dienenden, die Lobenden, die (auf dem Weg Allahs) Umherziehenden, die sich Verbeugenden, die sich Niederwerfenden, die das Rechte Gebietenden und das Verwerfliche Verbietenden, die Allahs Grenzen Beachtenden; und verkünde den Gläubigen frohe Botschaft.",""
1348,9,113,"Dem Propheten und denjenigen, die glauben, steht es nicht zu, für die Götzendiener um Vergebung zu bitten, auch wenn es Verwandte wären, nachdem es ihnen klar geworden ist, dass sie Insassen des Höllenbrandes sein werden.",""
1349,9,114,"Und das um Vergebung bitten Ibrahims für seinen Vater war nur wegen eines Versprechens, das er ihm gegeben hatte. Als es ihm aber klar wurde, dass er ein Feind Allahs war, sagte er sich von ihm los. Wahrlich, Ibrahim war ja weichherzig und nachsichtig.",""
1350,9,115,"Und nimmer wird Allah Leute in die Irre gehen lassen, nachdem Er sie rechtgeleitet hat, bis Er ihnen darüber Klarheit gegeben hat, wovor sie sich hüten sollen. Wahrlich, Allah ist wissend über alles.",""
1351,9,116,"Wahrlich, Allah verfügt über die Herrschaft über die Himmel und die Erde. Er macht lebendig und lässt sterben. Und ihr habt außer Allah weder Schutzherrn noch Helfer.",""
1352,9,117,"Allah hat ja bereits die Reue des Propheten, der Auswanderer und der Helfer angenommen, die ihm in der Stunde der Bedrängnis folgten, nachdem die Herzen einer Gruppe von ihnen beinahe abgeschweift wären. Hierauf hat Er ihre Reue angenommen. Wahrlich, Er ist zu ihnen gnädig und barmherzig.",""
1353,9,118,"Und (Er hat die Reue) der Dreien (angenommen), die zurückgelassen wurden, bis die Erde ihnen eng wurde bei all ihrer Weite und ihre Seelen ihnen eng wurden und sie wussten, dass es vor Allah keine (andere) Zuflucht gibt als zu Ihm. Hierauf wandte Er Sich ihnen verzeihend zu, damit sie bereuen. Wahrlich, Allah ist der Reue-Annehmende und Barmherzige.",""
1354,9,119,"O die ihr glaubt, fürchtet Allah und seid mit den Wahrhaftigen!",""
1355,9,120,"Es steht den Bewohnern von Al-Madinah und den Wüstenarabern um sie herum nicht zu, hinter dem Gesandten Allahs zurückzubleiben und sich selbst (und ihr Leben) ihm vorzuziehen. Dies (ist), weil sie weder Durst noch Mühsal noch Hunger auf dem Weg Allahs trifft, noch sie einen Schritt unternehmen, der die Ungläubigen ergrimmen lässt, noch einem Feind etwas Schlimmes zufügen, ohne dass ihnen dafür eine rechtschaffene Tat aufgeschrieben würde. Wahrlich, Allah lässt den Lohn der Gutes Tuenden nicht verlorengehen.",""
1356,9,121,"Und sie geben auch keine Spende aus, ob klein oder groß, noch durchqueren sie ein Tal, ohne dass es ihnen (als gute Tat) aufgeschrieben würde, damit Allah ihnen das Beste vergelte von dem, was sie getan haben.",""
1357,9,122,"Und es steht den Gläubigen nicht zu, allesamt auszurücken. Wenn doch von jeder Gruppe von ihnen ein Teil ausrücken würde, um (mehr) von der Religion zu erlernen und um ihre Leute zu warnen, wenn sie zu ihnen zurückkehren, auf dass sie sich vorsehen mögen.",""
1358,9,123,"O die ihr glaubt, bekämpft diejenigen unter den Ungläubigen, die in eurer Nähe sind, und sie sollen (hierbei) von eurer Seite Härte vorfinden. Und wisset, dass Allah mit den Gottesfürchtigen ist!",""
1359,9,124,"Und wenn eine Surah (als Offenbarung) hinabgesandt wird, dann gibt es unter ihnen manche, die sagen: „Wem von euch hat dies(e Surah) seinen Glauben vermehrt?“ Was nun diejenigen angeht, die glauben, so hat sie ihren Glauben vermehrt, und sie freuen sich über die frohe Botschaft.",""
1360,9,125,"Was aber diejenigen angeht, in deren Herzen Krankheit ist, so fügt sie ihrem Greuel noch (weiteren) Greuel hinzu, und sie sterben als Ungläubige.",""
1361,9,126,"Sehen sie denn nicht, dass sie in jedem Jahr einmal oder zweimal heimgesucht werden? Aber hierauf bereuen sie nicht, und sie bedenken nicht.",""
1362,9,127,"Und wenn eine Surah (als Offenbarung) hinabgesandt wird, schauen sie einander an (und sagen): „Sieht euch irgendjemand?“ Hierauf wenden sie sich ab. Allah hat ihre Herzen abgewendet, weil sie Leute sind, die nicht verstehen.",""
1363,9,128,"Zu euch ist nunmehr ein Gesandter aus euren eigenen Reihen gekommen. Bedrückend ist es für ihn, wenn ihr in Bedrängnis seid, (er ist) eifrig um euch bestrebt, zu den Gläubigen gnadenvoll und barmherzig.",""
1364,9,129,"Wenn sie sich aber abkehren, dann sag: „Meine Genüge ist Allah. Es gibt keine (zu Recht angebetete) Gottheit außer Ihm. Auf Ihn verlasse ich mich, und Er ist der Herr des gewaltigen Thrones.“",""
1365,10,1,"Alif-Lam-Ra.[1] Dies sind die Zeichen des weisen Buches.","[1] Siehe den Kommentar in der Fußnote zu Beginn der Surah Al-Baqarah."
1366,10,2,"Ist es denn für die Menschen verwunderlich, dass Wir einem Mann von ihnen (als Offenbarung) eingegeben haben: „Warne die Menschen und verkünde denen, die glauben, die frohe Botschaft, dass sie bei ihrem Herrn einen wahrhaftigen Stand haben?“ Die Ungläubigen sagen: „Wahrlich, das ist ja ein deutlicher Zauberer.“",""
1367,10,3,"Wahrlich, euer Herr ist Allah, Der die Himmel und die Erde in sechs Tagen erschuf und Sich hierauf über den Thron erhob. Er regelt die Angelegenheit. Es gibt keinen Fürsprecher außer nach Seiner Erlaubnis. Dies ist doch Allah, euer Herr, so dient Ihm! Bedenkt ihr denn nicht?",""
1368,10,4,"Zu Ihm wird eure aller Rückkehr sein. (Das ist) Allahs Versprechen in Wahrheit. Er macht die Schöpfung am Anfang und wiederholt sie hierauf, um (es) denjenigen, die glauben und rechtschaffene Werke tun, in Gerechtigkeit zu vergelten. Und für diejenigen, die ungläubig sind, wird es ein Getränk aus heißem Wasser und schmerzhafte Strafe geben dafür, dass sie ungläubig gewesen sind.",""
1369,10,5,"Er ist es, Der die Sonne zu einer Leuchte und den Mond zu einem Licht gemacht und ihm Himmelspunkte zugeordnet hat, damit ihr die Zahl der Jahre und die (Zeit)rechnung kennt. Allah hat dies ja nur in Wahrheit erschaffen. Er legt die Zeichen ausführlich dar für Leute, die Bescheid wissen.",""
1370,10,6,"Wahrlich, in dem Unterschied von Nacht und Tag und in dem, was Allah in den Himmeln und auf der Erde erschaffen hat, sind fürwahr Zeichen für Leute, die gottesfürchtig sind.",""
1371,10,7,"Diejenigen nun, die nicht die Begegnung mit Uns erwarten und mit dem diesseitigen Leben zufrieden sind und darin Ruhe gefunden haben, und die gegenüber Unseren Zeichen unachtsam sind,",""
1372,10,8,"deren Zufluchtsort wird das (Höllen)feuer sein für das, was sie erworben haben.",""
1373,10,9,"Diejenigen aber, die glauben und rechtschaffene Werke tun, leitet ihr Herr wegen ihres Glaubens recht. Unter ihnen werden Bäche fließen in den Gärten der Wonne.",""
1374,10,10,"Ihr Ruf darin wird sein: „Gepriesen seist Du, o Allah!“ und ihr Gruß darin: „Friede!“ und ihr abschließender Ausruf: „Der Lob gebührt Allah, dem Herrn der Welten(bewohner),!“",""
1375,10,11,"Und wenn Allah den Menschen das Schlechte so beschleunigen würde, wie sie das Gute zu beschleunigen wünschen, wäre ihre Frist für sie bereits bestimmt. Aber so lassen Wir diejenigen, die nicht die Begegnung mit Uns erwarten, in ihrer Auflehnung umherirren.",""
1376,10,12,"Und wenn dem Menschen Schaden zustößt, ruft er Uns auf der Seite (liegend), im Sitzen oder Stehen an. Wenn Wir ihm dann seinen Schaden hinweggenommen haben, geht er vorbei, als hätte er Uns nicht wegen eines Schadens, das ihm zugestoßen ist, angerufen. Auf diese Weise ist den Maßlosen ausgeschmückt, was sie zu tun pflegten.",""
1377,10,13,"Und Wir haben bereits die Generationen vor euch vernichtet, als sie Unrecht taten, als ihre Gesandten mit den klaren Beweisen zu ihnen kamen und sie nicht glauben mochten. Auf diese Weise vergelten Wir dem übeltätigen Volk.",""
1378,10,14,"Hierauf haben Wir euch nach ihnen zu Nachfolgern (auf) der Erde gemacht, um zu schauen, wie ihr handeln würdet.",""
1379,10,15,"Und wenn ihnen Unsere Zeichen als klare Beweise verlesen werden, sagen diejenigen, die nicht die Begegnung mit Uns erwarten: „Bringe einen anderen Quran als diesen oder ändere ihn ab.“ Sag: „Es steht mir nicht zu, ihn von mir selbst aus abzuändern. Ich folge nur dem, was mir (als Offenbarung) eingegeben wird. Wahrlich, ich fürchte, wenn ich mich meinem Herrn widersetze, die Strafe eines gewaltigen Tages.“",""
1380,10,16,"Sag: „Hätte Allah gewollt, würde ich ihn euch nicht verlesen, und Er würde euch nicht davon Kenntnis geben. Ich habe bereits vor ihm ein Leben lang unter euch verweilt. Begreift ihr denn nicht?“",""
1381,10,17,"Wer ist nun ungerechter, als wer gegen Allah eine Lüge ersinnt oder Seine Zeichen für Lüge erklärt? Wahrlich, den Ungerechten wird es nicht wohl ergehen.",""
1382,10,18,"Und sie dienen anstatt Allahs, was ihnen weder schadet noch nützt und sagen: „Das sind unsere Fürsprecher bei Allah.“ Sag: „Wollt ihr denn Allah kundtun, was Er nicht kennt, weder in den Himmeln noch auf der Erde?“ Gepriesen sei Er und erhaben ist Er über das, was sie (Ihm) beigesellen.",""
1383,10,19,"Und die Menschen waren nur eine einzige Gemeinschaft. Dann wurden sie uneinig. Und wenn es nicht ein früher ergangenes Wort von deinem Herrn gäbe, so wäre fürwahr zwischen ihnen entschieden worden über das, worüber sie uneinig sind.",""
1384,10,20,"Und sie sagen: „Wenn doch ein Zeichen von seinem Herrn auf ihn hinabgesandt würde!“ Sag: „Das Verborgene ist nur Allahs. So wartet ab! Ich gehöre ja mit euch zu den Abwartenden.“",""
1385,10,21,"Und wenn Wir die Menschen Barmherzigkeit kosten lassen nach Leid, das ihnen widerfuhr, schmieden sie gleich Ränke gegen Unsere Zeichen. Sag: „Allah schmiedet noch schneller Ränke.“ Wahrlich, Unsere Gesandten schreiben auf, was ihr an Ränken schmiedet.",""
1386,10,22,"Er ist es, Der euch auf dem Festland und dem Meer reisen lässt. Wenn ihr dann auf den Schiffen seid und diese mit ihnen bei einem guten Wind dahinfahren und sie sich darüber freuen, (dann aber) ein stürmischer Wind darüber kommt, die Meereswellen von überall über sie kommen, und sie meinen, dass sie rings umgeben werden, (dann) rufen sie Allah an, (wobei sie) Ihm gegenüber aufrichtig in der Religion (sind, und sie sagen): „Wenn Du uns nur hieraus rettest, werden wir ganz gewiss zu den Dankbaren gehören!“",""
1387,10,23,"Als Er sie aber dann errettete, fangen sie sogleich an, ohne Recht auf der Erde gewalttätig zu handeln. O ihr Menschen, eure Gewalttätigkeit richtet sich doch nur gegen euch selbst. (Es ist doch nur) der Genuss des diesseitigen Lebens. Hierauf wird eure Rückkehr zu Uns sein, und so werden Wir euch kundtun, was ihr zu tun pflegtet.",""
1388,10,24,"Das Gleichnis des diesseitigen Lebens ist fürwahr nur wie Wasser, das Wir vom Himmel hinabsenden, worauf das Gewächs der Erde, von dem die Menschen und das Vieh verzehren, sich damit vermischt, bis dann, wenn die Erde ihren Prunk angenommen hat und sich geschmückt hat und ihre Bewohner meinen, dass sie Macht über sie hätten, kommt Unser Befehl über sie bei Nacht oder bei Tag, und da lassen Wir sie abgemäht sein, als ob sie am Tag zuvor nicht in Blüte gestanden hätte. Auf diese Weise legen Wir die Zeichen ausführlich dar für Leute, die nachdenken.",""
1389,10,25,"Allah lädt zur Wohnstätte des Friedens ein und leitet, wen Er will, zu einem geraden Weg.",""
1390,10,26,"Für diejenigen, die Gutes tun, gibt es das Beste (an Lohn) und noch mehr. Und ihre Gesichter werden weder von Staub noch von Erniedrigung bedeckt. Jene sind die Insassen des (Paradies)gartens; ewig werden sie darin verweilen.",""
1391,10,27,"Für diejenigen aber, die schlechte Taten erwerben, ist der Lohn einer schlechten Tat ein Gleiches, und Erniedrigung wird sie bedecken. Sie haben vor Allah keinen Beschützer -, als ob ihre Gesichter von Stücken finsterer Nacht überdeckt wären. Jene sind die Insassen des (Höllen)feuers; ewig werden sie darin verweilen.",""
1392,10,28,"Und am Tag, da Wir sie alle versammeln, und hierauf zu denen, die (Allah etwas) beigesellt haben, sagen: „(Bleibt) an eurem Platz, ihr und eure Teilhaber!“ Und Wir trennen sie dann voneinander. Und ihre Teilhaber sagen: „Nicht uns habt ihr gedient.“",""
1393,10,29,"So genügt Allah als Zeuge zwischen uns und euch. Wir waren hinsichtlich eurer Anbetung uns gegenüber fürwahr unachtsam.",""
1394,10,30,"Dort wird jede Seele über das, was sie früher getan hat, nachgeprüft. Und sie werden zu Allah, ihrem wahren Schutzherrn, zurückgebracht, und entschwunden ist ihnen (dann), was sie zu ersinnen pflegten.",""
1395,10,31,"Sag: „Wer versorgt euch vom Himmel und von der Erde, oder wer verfügt über Gehör und Augenlicht? Und wer bringt das Lebendige aus dem Toten und bringt das Tote aus dem Lebendigen hervor? Und wer regelt die Angelegenheit?“ So werden sie sagen: „Allah.“ So sag: „Wollt ihr denn nicht (Allah) fürchten?“",""
1396,10,32,"So ist das doch Allah, euer wahrer Herr. Was gibt es denn über die Wahrheit hinaus außer dem Irrtum? Wie lasst ihr euch nun abwenden?",""
1397,10,33,"Auf diese Weise hat sich auch das Wort deines Herrn bewahrheitet gegen die, die freveln, dass sie nicht glauben werden.",""
1398,10,34,"Sag: „Ist unter euren Teilhabern jemand, der die Schöpfung am Anfang macht und sie hierauf wiederholt?“ Sag: „Allah macht die Schöpfung am Anfang und wiederholt sie hierauf.“ Wie lasst ihr euch also abwendig machen?",""
1399,10,35,"Sag: „Ist unter euren Teilhabern jemand, der zur Wahrheit leitet?“ Sag: „Allah leitet zur Wahrheit.“ Hat denn jemand, der zur Wahrheit leitet, ein größeres Anrecht darauf, dass man ihm folgt, oder jemand, der nur (dann) die Rechtleitung findet, wenn er (selbst) rechtgeleitet wird? Was ist denn mit euch? Wie urteilt ihr?",""
1400,10,36,"Und die meisten von ihnen folgen nur Mutmaßungen. Die Mutmaßungen nützen aber nichts gegenüber der Wahrheit. Wahrlich, Allah ist wissend über das, was sie tun.",""
1401,10,37,"Und dieser Quran kann keinesfalls ohne Allah ersonnen werden. (Er ist) dagegen die Bestätigung dessen, was vor ihm war, und die ausführliche Darlegung des Buches, an dem es keinen Zweifel gibt, vom Herrn der Weltenbewohner.",""
1402,10,38,"Oder sagen sie: „Er hat ihn ersonnen.“ Sag: „Dann bringt eine Surah bei, die ihm gleich ist, und ruft an, wen ihr könnt, anstatt Allahs, wenn ihr wahrhaftig seid.“",""
1403,10,39,"Vielmehr erklären sie das für Lüge, wovon sie kein umfassendes Wissen haben, und schon bevor seine Deutung zu ihnen gekommen ist. Auf diese Weise haben es auch diejenigen, die vor ihnen waren, für Lüge erklärt. So schau, wie das Ende der Ungerechten war!",""
1404,10,40,"Und unter ihnen gibt es manche, die an ihn glauben, und unter ihnen gibt es manche, die nicht an ihn glauben. Dein Herr ist aber wissender über die Unheilstifter.",""
1405,10,41,"Und wenn sie dich der Lüge bezichtigen, dann sag: „Für mich ist mein Tun, und für euch ist euer Tun. Ihr seid frei von dem, was ich tue; und ich bin frei von dem, was ihr tut.“",""
1406,10,42,"Und unter ihnen gibt es manche, die dir zuhören. Kannst du denn die Tauben hören lassen, auch wenn sie nicht begreifen (wollen)?",""
1407,10,43,"Und unter ihnen gibt es manche, die auf dich schauen. Kannst du denn die Blinden rechtleiten, auch wenn sie nicht sehen?",""
1408,10,44,"Wahrlich, Allah fügt den Menschen kein Unrecht zu, sondern die Menschen fügen sich selbst Unrecht zu.",""
1409,10,45,"Und an dem Tag, da Er sie versammelt, wird (ihnen) sein, als ob sie nur eine Stunde vom Tag verweilt hätten, und sie erkennen einander wieder. Verloren sind dann diejenigen, die die Begegnung mit Allah für Lüge erklärten und nicht rechtgeleitet waren.",""
1410,10,46,"Und ob Wir dich nun einen Teil dessen, was Wir ihnen androhen, sehen lassen oder dich (vorher) abberufen, zu Uns wird (auf jeden Fall) ihre Rückkehr sein. Hierauf ist Allah Zeuge über das, was sie tun.",""
1411,10,47,"Und jede Gemeinschaft hat einen Gesandten. Wenn nun ihr Gesandter kommt, wird zwischen ihnen in Gerechtigkeit entschieden, und es wird ihnen kein Unrecht zugefügt.",""
1412,10,48,"Und sie sagen: „Wann wird dieses Versprechen eintreten, wenn ihr Wahrhaftige seid?“",""
1413,10,49,"Sag: „Ich verfüge für mich selbst weder Schaden noch Nutzen, außer was Allah will.“ Jede Gemeinschaft hat eine (festgesetzte) Frist. Und wenn ihre Frist kommt, können sie (sie) weder um eine Stunde hinausschieben noch vorziehen.",""
1414,10,50,"Sag: „Was meint ihr, wenn Seine Strafe bei Nacht oder bei Tag (über) euch kommt, was werden die Übeltäter davon zu beschleunigen wünschen?“",""
1415,10,51,"Werdet ihr dann, wenn sie hereinbricht, daran glauben? Wie, erst jetzt, und dabei habt ihr sie doch vorzuverlegen gewünscht?“",""
1416,10,52,"Dann wird zu denen, die Unrecht getan haben, gesagt werden: „Kostet die ewige Strafe!“ Wird euch denn etwas Anderes vergolten als das, was ihr erworben habt?",""
1417,10,53,"Und sie erkundigen sich bei dir: „Ist es wahr?“ Sag: „Ja, bei meinem Herrn! Es ist gewiss wahr, und ihr werdet euch nicht entziehen können.“",""
1418,10,54,"Und wenn jede Seele, die Unrecht getan hat, das besäße, was auf der Erde ist, würde sie sich ja damit loskaufen. Sie halten die Reue geheim, wenn sie die Strafe sehen. Und es wird in Gerechtigkeit zwischen ihnen entschieden, und es wird ihnen kein Unrecht zugefügt.",""
1419,10,55,"Sicherlich, Allah gehört (alles), was in den Himmeln und auf der Erde ist. Sicherlich, Allahs Versprechen ist gewiss wahr. Aber die meisten von ihnen wissen nicht.",""
1420,10,56,"Er macht lebendig und lässt sterben. Und zu Ihm werdet ihr zurückkehren.",""
1421,10,57,"O ihr Menschen, zu euch ist nunmehr eine Ermahnung von eurem Herrn gekommen und eine Heilung für das, was in den Brüsten ist, und eine Rechtleitung und Barmherzigkeit für die Gläubigen.",""
1422,10,58,"Sag: „Über die Huld Allahs und über Seine Barmherzigkeit, ja darüber sollen sie sich freuen. Das ist besser als das, was sie zusammentragen.“",""
1423,10,59,"Sag: „Was meint ihr zu dem, was Allah für euch an Versorgung herabgesandt hat und was ihr dann als Verbotenes und Erlaubtes festgelegt habt?“ Sag: „Hat Allah es euch tatsächlich erlaubt, oder ersinnt ihr etwas gegen Allah?“",""
1424,10,60,"Was wird die Meinung derer, die gegen Allah Lügen ersinnen, am Tag der Auferstehung sein? Wahrlich, Allah ist voll Huld gegen die Menschen, aber die meisten von ihnen sind nicht dankbar.",""
1425,10,61,"Und mit keiner Angelegenheit befasst du dich, und nichts verliest du davon an Quran, und keine Tat vollbringt ihr, außer dass Wir über euch Zeugen sind, wenn ihr euch (ausgiebig) darüber auslasst. Und es entgeht deinem Herrn nicht das Gewicht eines Stäubchens, weder auf der Erde noch im Himmel, und nichts Kleineres als dies oder Größeres; (es gibt) nichts, das nicht in einem deutlichen Buch (verzeichnet) wäre.",""
1426,10,62,"Sicherlich, über die Gefolgsleute Allahs soll keine Furcht kommen, noch sollen sie traurig sein.",""
1427,10,63,"(Sie sind) diejenigen, die glauben und (Allah) fürchten.",""
1428,10,64,"Für sie gibt es die frohe Botschaft im diesseitigen Leben und im Jenseits. Keine Abänderung gibt es für die Worte Allahs. Dies ist der gewaltige Erfolg.",""
1429,10,65,"Und ihre Worte sollen dich nicht traurig machen. Wahrlich, alle Macht gehört Allah, und Er ist der Allhörende und Allwissende.",""
1430,10,66,"Sicherlich, Allah gehört, wer in den Himmeln und wer auf der Erde ist. Es folgen diejenigen, die anstatt Allahs Teilhaber anrufen (ihren falschen Göttern); sie folgen ja nur Mutmaßungen, und sie stellen nur Schätzungen an.",""
1431,10,67,"Er ist es, Der euch die Nacht gemacht hat, damit ihr in ihr ruht, und den Tag hell. Wahrlich, darin sind ja Zeichen für Leute, die hören.",""
1432,10,68,"Sie sagen: „Allah hat Sich ein Kind genommen.“ Gepriesen sei Er! Er ist der Unbedürftige. Ihm gehört, was in den Himmeln und was auf der Erde ist. Keine Ermächtigung habt ihr dafür. Wollt ihr über Allah etwas sagen, was ihr nicht wisst?",""
1433,10,69,"Sag: „Wahrlich, denjenigen, die gegen Allah Lügen ersinnen, wird es nicht wohl ergehen.“",""
1434,10,70,"(Für sie gibt es) im Diesseits Nießbrauch, hierauf wird ihre Rückkehr zu Uns sein. Hierauf lassen Wir sie die strenge Strafe kosten dafür, dass sie ungläubig waren.",""
1435,10,71,"Und verlies ihnen die Kunde von Nuh, als er zu seinem Volk sagte: „O mein Volk, wenn euch mein Stand (unter euch) und meine Ermahnung mit den Zeichen Allahs schwer ankommt, so verlasse ich mich auf Allah. So einigt euch über eure Angelegenheit, ihr und eure Teilhaber. Und (die Entscheidung über) eure Angelegenheit soll für euch nicht unklar sein; hierauf führt (sie) an mir aus und gewährt mir keinen Aufschub.",""
1436,10,72,"Doch wenn ihr euch abkehrt, so habe ich von euch keinen Lohn verlangt. Mein Lohn obliegt nur Allah. Und mir ist befohlen worden, einer der (Allah ergebenen) Muslime zu sein.“",""
1437,10,73,"Da bezichtigten sie ihn der Lüge. So erretteten Wir ihn und diejenigen, die mit ihm waren, im Schiff. Und Wir machten sie zu Nachfolgern und ließen diejenigen ertrinken, die Unsere Zeichen für Lüge erklärten. So schau, wie das Ende der Gewarnten war!",""
1438,10,74,"Hierauf schickten Wir nach ihm (also Nuh) Gesandte zu ihrem (jeweiligen) Volk. So kamen sie mit den klaren Beweisen zu ihnen, jedoch waren sie nicht bereit, an das zu glauben, was sie zuvor für Lüge erklärt hatten. Auf diese Weise versiegeln Wir die Herzen der Übertreter.",""
1439,10,75,"Hierauf schickten Wir nach ihnen Musa und Harun mit Unseren Zeichen zu Fir'aun und seiner führenden Schar, aber sie verhielten sich hochmütig und waren ein Volk von Übeltätern.",""
1440,10,76,"Als nun die Wahrheit von Uns zu ihnen kam, sagten sie: „Das ist fürwahr deutliche Zauberei.“",""
1441,10,77,"Musa sagte: „Sagt ihr denn über die Wahrheit, nachdem sie zu euch gekommen ist: ‚Ist das etwa Zauberei?‘ Den Zauberern wird es ja nicht wohl ergehen.“",""
1442,10,78,"Sie sagten: „Bist du zu uns gekommen, um uns von dem abzubringen, worin wir unsere Väter (vor)gefunden haben, und damit euch beiden die (Königs)herrschaft im Land zukomme? Wir werden euch nicht glauben (und bestätigen).“",""
1443,10,79,"Und Fir'aun sagte: „Bringt mir jeden kenntnisreichen Zauberer herbei!“",""
1444,10,80,"Als dann die Zauberer kamen, sagte Musa zu ihnen: „Werft hin, was ihr zu werfen habt.“",""
