"Translation Info:
#---------------------------
421,3,128,"เจ้าไม่มีสิทธิ์ใด ๆ (โอ้ มูฮัมหมัด) ในเรื่องที่เกี่ยวกับ (บรรดาผู้ปฏิเสธศรัทธา) ไม่ว่าพระองค์จะทรงยอมรับการสำนึกผิดของพวกเขาหรือจะลงโทษพวกเขา เพราะแท้จริงแล้วพวกเขาคือผู้อธรรม",""
422,3,129,"และสิ่งที่อยู่ในชั้นฟ้าทั้งหลายและสิ่งที่อยู่ในแผ่นดินนั้นเป็นสิทธิของอัลลอฮ์ พระองค์ทรงอภัยโทษแก่ผู้ที่พระองค์ทรงประสงค์ และพระองค์ทรงลงโทษผู้ที่พระองค์ทรงประสงค์ และอัลลอฮ์นั้นเป็นผู้ทรงอภัยโทษ ผู้ทรงเมตตาเสมอ",""
423,3,130,"โอ้บรรดาผู้ศรัทธาทั้งหลาย พวกเจ้าจงอย่ากินดอกเบี้ยหลายเท่าที่ถูกทบทวี (ด้วยการเพิ่มจำนวนเงินและขยายเวลา เมื่อถึงกำหนดชำระหนี้) และจงยำเกรงอัลลอฮ์เถิด เพื่อว่าพวกเจ้าจะได้รับความสำเร็จ",""
424,3,131,"และพวกเจ้าจงเกรงกลัวไฟนรกที่ถูกเตรียมไว้สำหรับบรรดาผู้ปฏิเสธศรัทธาเถิด",""
425,3,132,"และพวกเจ้าจงเชื่อฟังอัลลอฮ์และเราะซูลของพระองค์เถิด เพื่อว่าพวกเจ้าจะได้รับความเมตตา",""
426,3,133,"และพวกเจ้าจงรีบเร่งไปสู่การอภัยโทษจากพระผู้อภิบาลของพวกเจ้า และไปสู่สวรรค์ซึ่งความกว้างของมันนั้น คือบรรดาชั้นฟ้าและแผ่นดิน โดยที่มันถูกเตรียมไว้สำหรับบรรดาผู้ที่ยำเกรง",""
427,3,134,"พวกเขาคือผู้ที่บริจาคทรัพย์สินทั้งในยามสุขสบาย และในยามทุกข์ยาก และผู้ที่ระงับความโกรธ และผู้ที่ให้อภัยแก่ผู้อื่น และอัลลอฮ์ทรงรักบรรดาผู้กระทำความดีทั้งหลาย",""
428,3,135,"และบรรดาผู้ที่เมื่อพวกเขากระทำบาปใหญ่ หรืออธรรมต่อตัวเอง (ด้วยการกระทำบาปเล็ก) พวกเขาจะรำลึกถึงอัลลอฮ์ทันที ดังนั้นพวกเขาจึงขออภัยโทษสำหรับบาปต่าง ๆ ของพวกเขา และ (พวกเขารู้ดีว่า) ไม่มีผู้ใดให้อภัยสำหรับบาปเหล่านั้นได้นอกจากอัลลอฮ์เท่านั้น และพวกเขาจะไม่ดื้อรั้นในสิ่งที่พวกเขาเคยกระทำกัน โดยที่พวกเขารู้ดี",""
429,3,136,"ชนเหล่านั้น การตอบแทนแก่พวกเขา คือการอภัยโทษจากพระผู้อภิบาลของพวกเขา และสวรรค์ซึ่งมีแม่น้ำหลายสายไหลอยู่เบื้องล่างของมัน โดยที่พวกเขาจะพำนักอยู่ในนั้นตลอดกาล และนั่นคือรางวัลอันประเสริฐยิ่งแก่บรรดาผู้กระทำความดีทั้งหลาย",""
430,3,137,"แท้จริงกฎเกณฑ์อันแน่นอนของอัลลอฮ์ได้ผ่านพ้นมาแล้วก่อนหน้าพวกเจ้า (คือลงโทษบรรดาผู้ปฏิเสธ และให้ผลตอบแทนที่ดีแก่บรรดาผู้ศรัทธา) ดังนั้นพวกเจ้าจงเดินบนหน้าแผ่นดินนี้ แล้วจงใคร่ครวญดูถึงจุดจบของบรรดาผู้กล่าวเท็จนั้นเป็นอย่างไร",""
431,3,138,"นี่ (อัลกุรอาน) เป็นข้อชี้แจงแก่มนุษย์ทั้งหลาย เป็นทางนำ และเป็นข้อตักเตือนสำหรับผู้ยำเกรงทั้งหลาย",""
432,3,139,"และพวกเจ้าจงอย่าท้อถอย และอย่าเสียใจ และพวกเจ้าคือผู้สูงส่งยิ่ง หากพวกเจ้าเป็นผู้ศรัทธา",""
433,3,140,"หากพวกเจ้าได้รับบาดเจ็บ (จากสงครามอุฮุด) แท้จริงชนกลุ่มนั้นก็เคยได้รับบาดเจ็บเช่นเดียวกัน (จากสงรามบะดัร) และนั่นคือสภาพแห่งกาลเวลา (ของโลกนี้กับเหตุการณ์แห่งชัยชนะหรือความพ่ายแพ้) เราได้ทำให้มันสลับเปลี่ยนกันระหว่างมนุษย์ และเพื่ออัลลอฮ์จะได้รู้ถึงบรรดาผู้ที่ศรัทธา และเลือกบางส่วนในหมู่พวกเจ้าไว้เป็นพยาน (ด้วยการให้เสียชีวิตในหนทางของพระองค์) และอัลลอฮ์นั้นไม่ทรงชอบบรรดาผู้อธรรมทั้งหลาย",""
434,3,141,"เพื่อที่อัลลอฮ์จะได้ทรงขัดเกลาบรรดาผู้ศรัทธาให้บริสุทธิ์ และจะได้ทรงกำจัดบรรดาผู้ปฏิเสธศรัทธาให้หมดไป",""
435,3,142,"หรือ พวกเจ้าคิดว่า พวกเจ้าจะได้เข้าสวรรค์ โดยที่อัลลอฮ์ยังมิได้ทรงรู้จักบรรดาผู้ที่ต่อสู้ (ญิฮาด) ในหมู่พวกเจ้าและทรงรู้จักซึ่งบรรดาผู้ที่อดทน",""
436,3,143,"และแน่นอนพวกเจ้า (โอ้บรรดาผู้ศรัทธา) เคยมีความปรารถนาจะพบเจอกับความตายก่อนที่พวกเจ้าจะได้พบกับมัน แล้วแน่นอนพวกเจ้าก็ได้เห็นมันแล้ว โดยที่พวกเจ้ากำลังมองดูอยู่",""
437,3,144,"และมุฮัมหมัดนั้นไม่ได้เป็นอะไรมากไปกว่าการเป็นเราะซูลคนหนึ่งเท่านั้น ซึ่งก่อนหน้าเขาก็มีเหล่าเราะซูลที่ล่วงลับไป แล้วหากเขาเสียชีวิตไปหรือถูกฆ่าตาย พวกเจ้าจะหันส้นเท้าของพวกเจ้ากลับกระนั้นหรือ? และผู้ใดที่หันส้นเท้าทั้งสองของเขากลับ เขาก็ไม่อาจทำอันตรายใด ๆ ต่ออัลลอฮ์ได้ และอัลลอฮ์จะทรงตอบแทนแก่บรรดาผู้กตัญญูทั้งหลาย",""
438,3,145,"และไม่เคยปรากฏแก่ชีวิตใดที่จะตาย เว้นแต่ด้วยอนุมัติจากอัลลอฮ์เท่านั้น ซึ่งเป็นลิขิตที่ถูกกำหนดไว้ และผู้ใดปรารถนาผลตอบแทนในโลกนี้ เราก็จะประทานให้แก่เขาจากโลกนี้ และผู้ใดปรารถนาผลตอบแทนในปรโลก เราก็จะประทานให้แก่เขาจากปรโลก และเราจะตอบแทนให้แก่บรรดาผู้กตัญญูทั้งหลาย",""
439,3,146,"และมีนบีกี่มากน้อยแล้ว ที่เหล่าผู้ติดตามอันมากมายของเขาได้ต่อสู้ร่วมกับเขา ดังนั้น พวกเขาไม่เคยท้อแท้ต่อสิ่งที่ได้ประสบแก่พวกเขาในทางของอัลลอฮ์ และพวกเขาไม่เคยอ่อนแอ และไม่เคยยอมสยบ และอัลลอฮ์ทรงรักบรรดาผู้ที่อดทนทั้งหลาย",""
440,3,147,"และพวกเขามิได้กล่าวสิ่งใดอีก นอกจากการอธิษฐานว่า “โอ้พระผู้อภิบาลของเรา โปรดอภัยบาปและความเกินเลยของเราในกิจการของเรา โปรดทำให้เท้าของเรามั่นคง (ในการต่อสู้) และช่วยเหลือเราให้ได้รับชัยชนะเหนือบรรดาผู้ปฏิเสธทั้งหลาย”",""
441,3,148,"แล้วอัลลอฮ์ก็ได้ทรงประทานให้แก่พวกเขาซึ่งผลตอบแทนแห่งโลกนี้ และผลตอบแทนที่ดีแห่งปรโลก และอัลลอฮ์ทรงรักผู้กระทำดีทั้งหลาย",""
442,3,149,"โอ้บรรดาผู้ศรัทธาทั้งหลาย หากพวกเจ้าเชื่อฟังบรรดาผู้ปฏิเสธศรัทธาเหล่านั้น พวกเขาก็จะทำให้พวกเจ้าหันส้นเท้ากลับอย่างแน่นอน แล้วพวกเจ้าก็จะกลับกลายเป็นผู้ที่ขาดทุน",""
443,3,150,"แต่ทว่าอัลลอฮ์ต่างหาก คือผู้ช่วยเหลือพวกเจ้า และพระองค์ทรงเป็นผู้ช่วยเหลือที่ดีที่สุด",""
444,3,151,"เราจะโยนความหวาดกลัวเข้าไปในหัวใจของบรรดาผู้ที่ปฏิเสธศรัทธาเหล่านั้น เนื่องจากการที่พวกเขาได้ตั้งภาคีต่ออัลลอฮ์ ซึ่งสิ่งที่พระองค์ไม่ได้ทรงประทานหลักฐานใด ๆ มายืนยันในสิ่งนั้น และที่พำนักของพวกเขาคือนรก และมันช่างเป็นที่พำนักที่เลวร้ายยิ่งสำหรับผู้อธรรมทั้งหลาย",""
445,3,152,"และแท้จริงอัลลอฮ์ทรงปฏิบัติตามสัญญาของพระองค์ที่มีต่อพวกเจ้า เมื่อพวกเจ้าสามารถฆ่าพวกเขาด้วยการอนุมัติของพระองค์ จนกระทั่งถึงเวลาที่พวกเจ้าอ่อนแอ และมีความขัดแย้งกันในเรื่องนั้น (สงคราม) และฝ่าฝืนคำสั่ง (ของเราะซูล) หลังจากที่อัลลอฮ์ทรงแสดงแก่พวกเจ้าในสิ่งที่พวกเจ้าชอบ (ชัยชนะ) ในหมู่พวกเจ้านั้นมีผู้ที่ปรารถนาโลกนี้ และในหมู่พวกเจ้าก็มีผู้ที่ปรารถนาชีวิตหลังความตาย แล้วอัลลอฮ์ทรงให้พวกเจ้าละทิ้งพวกเขา เพื่อทดสอบพวกเจ้า และแท้จริงอัลลอฮ์ทรงอภัยโทษแก่พวกเจ้าแล้ว และอัลลอฮ์นั้นทรงมีพระคุณเหนือบรรดาผู้ศรัทธาทั้งหลาย",""
446,3,153,"จงรำลึกถึงขณะที่พวกเจ้ากำลังหนีเอาตัวรอดและไม่ได้ละสายตามองใครเลย ขณะที่เราะซูล (ซึ่งยังคงต่อสู้อย่างกล้าหาญ) ได้เรียกพวกเจ้าอยู่เบื้องหลังพวกเจ้า (เพื่อให้ต่อสู้ต่อไปแต่พวกเจ้าไม่เชื่อฟัง) ด้วยเหตุนี้ พระองค์ก็ทรงตอบแทนพวกเจ้าด้วยความเสียใจ (ที่ต้องประสบกับความพ่ายแพ้) ตามด้วยความเสียใจ (กับความเจ็บปวดที่เกิดจากสงคราม) ดังนั้น (ที่ประทานโองการนี้มา) เพื่อพวกเจ้าจะได้ไม่เสียใจกับสิ่งที่พลาดไป (ชัยชนะ) และสิ่งที่ประสบกับพวกเจ้า และอัลลอฮ์นั้นเป็นผู้ทรงรอบรู้ยิ่งในสิ่งที่พวกเจ้ากระทำ",""
447,3,154,"แล้วพระองค์ทรงประทานความสงบสุขภายหลังจากความเสียใจนั้นโดยทำให้การงีบหลับได้ปกคลุมกลุ่มหนึ่งในหมู่พวกเจ้า ในขณะที่อีกกลุ่มหนึ่งมัวแต่สนใจแต่เรื่องของตนเอง พวกเขาต่างก็คิดในทางที่ผิดต่ออัลลอฮ์ โดยปราศจากความเป็นธรรม เป็นการคิดแห่งยุคอวิชา พวกเขากล่าวว่า ""มีสักสิ่งไหมในกิจการนั้นที่เป็นสิทธิ์ของเรา?"" จงกล่าวเถิด (มุฮัมหมัด) ว่า ""แท้จริงกิจการทั้งหมดนั้นเป็นสิทธิ์ของอัลลอฮ์"" พวกเขาปกปิดไว้ในใจของพวกเขา ซึ่งสิ่งที่พวกเขาไม่ได้เปิดเผยแก่เจ้า พวกเขากล่าวว่า ""หากเรามีสิทธิ์สักอย่างในการเตรียมการ พวกเราก็คงไม่ถูกฆ่าตายที่นี่"" จงกล่าวเถิด (มุฮัมหมัด) ว่า ""แม้พวกเจ้าจะอยู่ในบ้านของพวกเจ้า แน่นอนบรรดาผู้ที่ถูกกําหนดให้ถูกฆ่า ก็จะออกไปสู่ที่ล้มตายของพวกเขา"" (และการที่อัลลอฮ์ทรงทำเช่นนี้) เพื่อที่อัลลอฮ์จะได้ทดสอบสิ่งที่อยู่ในหัวอกของพวกเจ้า และเพื่อนำสิ่งที่อยู่ในหัวใจของพวกเจ้าออกมา และอัลลอฮ์นั้นคือผู้ทรงรอบรู้ในสิ่งที่อยู่ในหัวอกทั้งหลาย",""
448,3,155,"แท้จริงบรรดาผู้ที่ผินหลังหนีในหมู่พวกเจ้าในวันที่ทั้งสองกองทัพประจันบาลกันนั้น (ในสงครามอุฮุดนั้น) แท้จริงพวกเขาถูกชัยฏอนทำให้พลั้งพลาดไป เนื่องจากความผิดบางอย่างที่พวกเขาได้กระทำไว้ และแท้จริงอัลลอฮ์ทรงอภัยให้แก่พวกเขาแล้ว แท้จริงอัลลอฮ์นั้นเป็นผู้ทรงอภัยโทษ ผู้ทรงขันติ",""
449,3,156,"โอ้บรรดาผู้ศรัทธาทั้งหลาย จงอย่าเป็นเช่นบรรดาผู้ที่ปฏิเสธศรัทธา โดยที่พวกเขาได้กล่าวแก่พวกพ้องของพวกเขา ขณะที่พวกเขากำลังเดินทางในผืนแผ่นดิน หรือขณะที่พวกเขาเป็นนักรบ ว่า “หากพวกเขาอยู่กับเรา พวกเขาจะไม่ตาย และไม่ถูกฆ่า” เพื่อว่าอัลลอฮ์จะทำให้เรื่องนั้นเป็นความโศกเศร้าในหัวใจของพวกเขา และอัลลอฮ์นั้นผู้ทรงให้เป็น และทรงให้ตาย และอัลลอฮ์เป็นผู้ทรงเห็นในสิ่งที่พวกเจ้ากระทำ",""
450,3,157,"และแน่นอน หากพวกเจ้าถูกฆ่าในทางของอัลลอฮ์ หรือพวกเจ้าตาย (ในขณะนั้น) แน่นอนการอภัยโทษ และการเอ็นดูเมตตาจากอัลลอฮ์นั้นดียิ่งกว่าสิ่งที่พวกเขาสะสมกัน",""
451,3,158,"และแน่นอน ถ้าหากพวกเจ้าตายหรือถูกฆ่าตาย แน่นอนยังอัลลอฮ์เท่านั้นที่พวกเจ้าจะถูกนำไปชุมนุม",""
452,3,159,"เนื่องด้วยความเมตตาจากอัลลอฮ์นั่นเอง เจ้าจึงได้สุภาพอ่อนโยนต่อพวกเขา และหากเจ้าเป็นผู้ประพฤติหยาบช้าและมีใจที่แข็งกระด้าง แน่นอนพวกเขาก็จะออกห่างจากวงล้อมของเจ้าไป ดังนั้นจงอภัยให้แก่พวกเขา และจงขออภัยให้แก่พวกเขาเถิด และจงปรึกษาหารือกับพวกเขาในกิจการทั้งหลาย ครั้นเมื่อเจ้าได้ตัดสินใจแล้ว ก็จงมอบหมายต่ออัลลอฮ์เถิด แท้จริงอัลลอฮ์ทรงรักบรรดาผู้มอบหมายทั้งหลาย",""
453,3,160,"หากอัลลอฮ์ทรงช่วยเหลือพวกเจ้า ก็ไม่มีผู้ใดชนะพวกเจ้าได้ และหากพระองค์ทรงทอดทิ้งพวกเจ้า ดังนั้น ผู้ใดเล่าจะช่วยเหลือพวกเจ้าได้อีก หลังจากพระองค์? และต่ออัลลอฮ์เท่านั้น บรรดาผู้ศรัทธาก็จงมอบหมายเถิด",""
454,3,161,"และเป็นไปไม่ได้ที่คนที่เป็นนบีจะยักยอก (ทรัพย์ที่ได้จากสงคราม) และผู้ใดยักยอก เขาจะมาพร้อมกับสิ่งที่เขายักยอกนั้นมาในวันกิยามะฮ์ แล้วแต่ละคนก็จะได้รับการตอบแทน (โทษ) ตามที่เขาได้ขวนขวายไว้ โดยที่พวกเขาจะไม่ถูกอธรรม",""
455,3,162,"ผู้ที่ปฏิบัติตามความพอพระทัยของอัลลอฮ์ จะเหมือนกับผู้ที่นำความกริ้วจากอัลลอฮ์กลับไปกระนั้นหรือ? และที่พำนักของเขาคือนรก และช่างเป็นจุดหมายปลายทางที่เลวร้ายยิ่ง",""
456,3,163,"พวกเขาเหล่านั้นมีหลายระดับขั้น ณ อัลลอฮ์ และอัลลอฮ์นั้น เป็นผู้ทรงเห็นในสิ่งที่พวกเขากระทำกัน",""
457,3,164,"แน่นอนยิ่ง อัลลอฮ์ได้ทรงโปรดปรานบรรดาผู้ศรัทธา โดยที่พระองค์ได้ส่งเราะซูลคนหนึ่งจากหมู่ชนของพวกเขา เพื่ออ่านโองการของอัลลอฮ์แก่พวกเขา และขัดเกลาพวกเขา และสอนพวกเขาเกี่ยวกับคัมภีร์ (อัลกุรอาน) และฮิกมะฮ์ (ซุนนะฮ์) และแท้จริงพวกเขาก่อนหน้านั้น อยู่ในความหลงผิดอย่างชัดแจ้ง",""
458,3,165,"และเหตุใดเมื่อมีภัยได้ประสบแก่พวกเจ้า (ในสงครามอุฮุด) ทั้งที่พวกเจ้าได้เคยก่อให้ประสบกับความพ่ายแพ้แก่ศัตรูของพวกเจ้าถึงสองเท่า (ในสงครามบะดัร) แล้วพวกเจ้ากล่าวว่า ""สิ่งนี้ (ความพ่ายแพ้) มาจากไหนกระนั้นหรือ?"" จงกล่าวเถิด (มุฮัมหมัด) ว่า “มันมาจากตัวของพวกเจ้าเอง แท้จริงอัลลอฮ์ทรงอำนาจเหนือทุกสิ่ง",""
459,3,166,"และสิ่งที่ประสบแก่พวกเจ้า ในวันที่สองกองทัพประจันบาลกันนั้น ก็โดยอนุมัติของอัลลอฮ์ และเพื่อที่พระองค์จะได้รู้จักบรรดาผู้ศรัทธาอย่างแท้จริง",""
460,3,167,"และเพื่อที่พระองค์จะได้ทรงรู้จักบรรดาผู้ที่กลับกลอก และได้ถูกกล่าวแก่พวกเขาว่า ""จงมาต่อสู้ในทางของอัลลอฮ์กันเถิด หรือไม่ก็จงป้องกัน"" พวกเขากล่าวว่า ""หากพวกเรารู้เรื่องการสู้รบ เราก็คงตามพวกเจ้าไปแล้ว"" ในวันนั้นพวกเขาอยู่ใกล้กับการปฏิเสธยิ่งกว่าการศรัทธา พวกเขาพูดด้วยปากของพวกเขาซึ่งสิ่งที่ไม่มีอยู่ในใจของพวกเขา และอัลลอฮฺนั้นทรงรู้ยิ่งในสิ่งที่พวกเขาปกปิดกัน",""
461,3,168,"พวกเขาคือบรรดาผู้ที่พูดถึงพี่น้องของพวกเขา (ที่ถูกสังหารในสงครามอูฮุด) ในขณะที่พวกเขานั่งอยู่เฉย ว่า “หากพวกเขาเชื่อฟังเรา พวกเขาก็คงไม่ถูกฆ่าตาย” จงกล่าวเถิด (มุฮัมหมัด) ว่า “หากเป็นเช่นนั้น ก็จงหลีกเลี่ยงความตายจากตัวของพวกเจ้าเอง หากพวกท่านเป็นผู้สัตย์จริง”",""
462,3,169,"และเจ้าอย่าคิดว่าบรรดาผู้ที่ถูกฆ่าในทางของอัลลอฮ์นั้นได้ตายแล้ว แท้จริงพวกเขายังมีชีวิตอยู่ ณ ที่พระผู้อภิบาลของพวกเขาในสภาพที่ได้รับปัจจัยยังชีพ",""
463,3,170,"(และเช่นเดียวกัน) พวกเขามีความปลาบปลื้มต่อสิ่งที่อัลลอฮ์ทรงประทานให้แก่พวกเขา จากความโปรดปรานของพระองค์ และพวกเขามีความปิติยินดีต่อบรรดาผู้ที่ยังมาไม่ทันพวกเขาซึ่งอยู่เบื้องหลังพวกเขาว่า ไม่มีความกลัวใด ๆ แก่พวกเขาและพวกเขาจะไม่เสียใจ",""
464,3,171,"พวกเขาปิติยินดีในความโปรดปรานและพระคุณอันล้นเหลือจากอัลลอฮ์ และแท้จริงอัลลอฮ์จะไม่ทรงทำให้รางวัลการตอบแทนของบรรดาผู้ศรัทธาสูญเปล่า",""
465,3,172,"พวกเขาคือบรรดาผู้ที่ตอบรับพระบัญชาของอัลลอฮ์และเราะซูลของพระองค์ (ให้ออกไปต่อสู้กับศัตรูที่รุกราน) หลังจากที่พวกเขาได้รับบาดเจ็บ (จากสงครามอุฮุด) สำหรับบรรดาผู้กระทำความดีในหมู่พวกเขา และมีความยำเกรงนั้น ย่อมได้รับผลบุญอันใหญ่หลวง",""
466,3,173,"(กล่าวคือ) บรรดาผู้ซึ่งมีกลุ่มชนได้กล่าวแก่พวกเขาว่า “แท้จริงมนุษย์คนได้รวบรวมกองทัพเพื่อโจมตีพวกเจ้า ดังนั้นจงกลัวพวกเขาเถิด” ดังนั้น คำกล่าวนั้นทำให้ความศรัทธาของพวกเขาเพิ่มขึ้น และพวกเขาตอบว่า “อัลลอฮ์ก็เพียงพอแล้วสำหรับพวกเรา และอัลลอฮ์เป็นผู้พิทักษ์ที่ดีที่สุด”",""
467,3,174,"หลังจากนั้น (ไล่ศัตรูออกจากแผ่นดิน) พวกเขาก็กลับมาพร้อมกับความโปรดปรานและพระคุณอันล้นเหลือจากอัลลอฮ์ โดยไม่มีอันตรายใด ๆ ประสบแก่พวกเขาเลย และพวกเขาได้ปฏิบัติตามความพอพระทัยของอัลลอฮ์ และอัลลอฮ์ทรงเป็นผู้มีพระคุณอันใหญ่หลวง",""
468,3,175,"แท้จริงแล้ว พวกเขาเป็นเพียงชัยฏอนที่ข่มขู่พวกเจ้าให้กลัวพวกพ้องของมัน ดังนั้นพวกเจ้าจงอย่ากลัวพวกเขา และจงกลัวข้าเถิด หากพวกเจ้าเป็นผู้ศรัทธา",""
469,3,176,"และอย่าเสียใจเลย (โอ้ มุฮัมหมัด) กับบรรดาผู้ที่เร่งรีบไปสู่การปฏิเสธศรัทธา แท้จริงพวกเขาไม่สามารถทำอันตรายใด ๆ ต่ออัลลอฮ์ได้ อัลลอฮ์ทรงประสงค์ที่จะไม่ให้พวกเขาได้รับส่วนแบ่งใด ๆ ในปรโลก และสำหรับพวกเขาก็คือการลงโทษอันมหันต์",""
470,3,177,"แท้จริงบรรดาผู้ที่ซื้อ (เลือก) การปฏิเสธศรัทธา ด้วย (การละทิ้ง) การศรัทธานั้น พวกเขาไม่สามารถทำอันตรายใด ๆ ต่ออัลลอฮ์ได้ และสำหรับพวกเขานั้นคือการลงโทษอันเจ็บแสบ",""
471,3,178,"และบรรดาผู้ที่ปฏิเสธศรัทธานั้น จงอย่าได้คิดว่า ที่เราได้ประวิงแก่พวกเขานั้น เป็นการดีแก่ตัวของพวกเขา แท้จริงที่เราได้ประวิงแก่พวกเขานั้น เพื่อพวกเขาจะได้เพิ่มพูนบาปกรรมเท่านั้น และสำหรับพวกเขานั้น คือการลงโทษอันอัปยศ",""
472,3,179,"ไม่ใช่ว่าอัลลอฮ์จะทรงทอดทิ้งบรรดาผู้ศรัทธาไว้ในสภาพที่พวกเจ้ากําลังเป็นอยู่นี้ตลอด ทว่าจนกว่าพระองค์จะได้ทรงจําแนกผู้ที่เลวออกจากผู้ที่ดี และก็ไม่ใช่ว่าอัลลอฮ์จะทรงแสดงให้พวกเจ้ามองเห็นสิ่งเร้นลับ แต่ว่าอัลลอฮ์นั้นจะทรงคัดเลือกผู้ที่พระองค์ทรงประสงค์จากบรรดาเราะซูลของพระองค์ ดังนั้นพวกเจ้าจงศรัทธาต่ออัลลอฮ์ และบรรดาเราะซูลของพระองค์เถิด และหากพวกเจ้าศรัทธาและยำเกรงแล้ว ดังนั้น สำหรับพวกเจ้าคือรางวัลอันยิ่งใหญ่",""
473,3,180,"และบรรดาผู้ที่ตระหนี่ในทรัพย์สินที่อัลลอฮ์ได้ทรงประทานแก่พวกเขาจากความโปรดปรานของพระองค์นั้น จงอย่าได้คิดเป็นอันขาดว่าสภาพตระหนี่ของพวกเขานั้นดีสำหรับพวกเขา หากแต่มันเป็นความเลวร้ายแก่พวกเขาต่างหาก พวกเขาจะถูกทรัพย์สินที่พวกเขาได้ตระหนี่นั้นคล้องคอไว้ในวันพิพากษา และมรดกทั้งมวลแห่งชั้นฟ้าและแผ่นดินเป็นกรรมสิทธิ์ของอัลลอฮ์ และอัลลอฮ์ทรงรอบรู้ทุกสิ่งที่พวกเจ้ากระทำกัน",""
474,3,181,"แท้จริงอัลลอฮ์ทรงได้ยินคำกล่าวของบรรดา (ยิว) ที่กล่าวว่า “อัลลอฮ์นั้นยากจนและพวกเราเป็นคนมั่งมี” เรา (อัลลอฮ์) จะจารึกสิ่งที่พวกเขาได้กล่าวไว้ และการกระทำของพวกเขาในการฆ่าบรรดานบีโดยปราศจากความเป็นธรรม และเราจะกล่าวแก่พวกเขาว่า ""จงลิ้มรสการลงโทษแห่งเปลวเพลิงเถิด",""
475,3,182,"(การลงโทษ) นั้นก็เนื่องมาจากการกระทำโดยมือของพวกเจ้าเอง และแท้จริงอัลลอฮ์นั้นไม่เคยอธรรมต่อปวงบ่าวของพระองค์เลย”",""
476,3,183,"บรรดา (ชาวยิว) ที่กล่าวว่า “แท้จริงอัลลอฮ์ทรงสังเสียแก่เรา ไม่ให้เราศรัทธาต่อเราะซูลคนใด จนกว่าเขาจะนำสิ่งพลีที่ถูกไฟเผามาให้เรา” จงกล่าวเถิด (มุฮัมหมัด) “แท้จริงมีเราะซูลหลายท่านได้มายังพวกเจ้าแล้วก่อนหน้าฉันพร้อมด้วยหลักฐานอันชัดเจน และได้นำสิ่งที่พวกเจ้าได้กล่าวไว้ด้วย แล้วไฉนเล่า พวกเจ้าจึงได้ฆ่าพวกเขา หากพวกเจ้าสัตย์จริง""",""
477,3,184,"ดังนั้น หากพวกเขาปฏิเสธเจ้า (โอ้ มุฮัมหมัด ก็อย่าได้เสียใจ) เพราะแท้จริงบรรดาเราะซูลก่อนหน้าเจ้าก็ถูกปฏิเสธเช่นกัน พวกเขาได้นำหลักฐานอันชัดเจน (ปาฏิหาริย์) และบรรดาคัมภีร์ (ที่รวบรวมคำสอนและคำแนะนำต่าง ๆ ) และคัมภีร์ที่ชัดเจน",""
478,3,185,"ทุกชีวิตเป็นผู้ลิ้มรสความตาย และเฉพาะในวันฟื้นคืนชีพเท่านั้นที่พวกเจ้าจะได้รับการตอบแทน ดังนั้น ผู้ใดที่ถูกกันให้ห่างจากนรกแล้วถูกนำเข้าสู่สวนสวรรค์ แท้จริงเขาผู้นั้นย่อมชนะแล้ว และชีวิตในโลกนี้ไม่มีอะไรนอกจากความสุขที่หลอกลวงเท่านั้น",""
479,3,186,"แน่นอนยิ่งพวกเจ้าจะถูกทดสอบทั้งด้านทรัพย์สินของพวกเจ้าและตัวของพวกเจ้า และแน่นอนพวกเจ้าจะได้ยินคำสบประมาทมากมายจากบรรดาผู้ได้รับคัมภีร์ก่อนหน้าพวกเจ้าและจากบรรดาผู้ตั้งภาคี และหากพวกเจ้าอดทนและยำเกรง (การทดสอบเหล่านั้นก็จะผ่านพ้นไป) แท้จริงนี่เป็นส่วนหนึ่งจากกิจการที่ต้องอาศัยความมุ่งมั่น",""
480,3,187,"และจงรำลึกขณะที่อัลลอฮ์ทรงรับเอาพันธสัญญาจากบรรดาผู้ได้รับคัมภีร์ว่า “แท้จริง พวกเจ้าต้องแจกแจง(เนื้อหาใน)คัมภีร์แก่ผู้คนทั้งหลาย และพวกเจ้าอย่าได้ปิดบังมัน” จากนั้นพวกเขาก็โยน (พันธสัญญานั้น) ไว้ข้างหลังพวกเขา และพวกเขาก็แลกมันกับราคาอันเล็กน้อย ดังนั้น ช่างเลวร้ายแท้ในสิ่งที่พวกเขาแลกเปลี่ยน",""
481,3,188,"เจ้าจงอย่าคิด (โอ้ มูฮัมหมัด) ว่าบรรดาผู้ที่ปิติยินดีในสิ่งที่ตนได้กระทำ และชอบที่จะไห้ได้รับการชมเชยในสิ่งที่พวกเขาไม่ได้กระทำ และอย่าคิดว่าพวกเขาจะรอดพ้นจากการลงโทษ และสำหรับพวกเขาคือการลงโทษอันเจ็บแสบ",""
482,3,189,"และอำนาจปกครองแห่งชั้นฟ้าทั้งหลายและแผ่นดินเป็นกรรมสิทธิ์ของอัลลอฮ์ และอัลลอฮ์นั้นเป็นผู้ทรงอำนาจเหนือทุกสิ่ง",""
483,3,190,"แท้จริงในการสร้างชั้นฟ้าทั้งหลายและแผ่นดิน และการเปลี่ยนแปลงของกลางวันและกลางคืน นั้นย่อมเป็นสัญญาณ (แห่งอำนาจ ความปรีชาญาณ และความเมตตาอันไพศาลของอัลลอฮ์) สำหรับบรรดาผู้มีสติปัญญาทั้งหลาย",""
