"Translation Info:
#---------------------------
884,6,95,"Cu adevărat Allah este Cel care face să se crape semințele grânelor și curmalelor[26]. El dă viață la ceea ce este mort și face să moară ceea ce este viu. Acesta este Allah! Cum, atunci, vă lăsați abătuți [de la El]?","[26] El le face să crape și să încolțească"
885,6,96,"El face să se ivească zorile și a statornicit noaptea pentru odihnă și Soarele și Luna pentru socotirea [timpului]. Aceasta este hotărârea și rânduiala Celui Al-'Aziz [Puternic] [și] Al-'Alim [Atoateștiutor].",""
886,6,97,"El este Cel care v-a făcut Stelele, pentru ca să vă călăuziți după ele în întunecimile uscatului și ale mării. Noi am tâlcuit semnele pentru oamenii care pricep.",""
887,6,98,"El este Cel care v-a creat dintr-un singur suflet și v-a dat loc de odihnă și loc de repaus. Noi am tâlcuit semnele pentru oamenii care pricep.",""
888,6,99,"El este Cel care a făcut să coboare apă din Cer și prin ea, Noi am făcut să încolțească toate plantele. Din ele am făcut să iasă verdeață, din care scoatem grăunțe, unele peste altele. Iar din curmali - din mlădițele lor - ciorchini deși ce atârnă. Și [am făcut] grădini de struguri, măslini și rodii, asemănătoare, dar diferite unele de altele. Priviți la fructele lor când rodesc, crescând când se coc. Cu adevărat, în aceasta sunt semne pentru oamenii care cred.",""
889,6,100,"Dar i-au făcut asociați lui Allah - djinnii, în vreme ce El i-a creat pe ei - și I-au născocit Lui fii și fiice, fără știință. Mărire Lui! El este deasupra tuturor celor cu care ei Îl înfățișează!",""
890,6,101,"[El este] Badi' [Făcătorul Desăvârșit] al Cerurilor și al Pământului! Cum să aibă El un fiu, de vreme ce El nu a avut o soață? El le-a Creat pe toate și El pe toate le Știe.",""
891,6,102,"Acesta este Allah, Domnul vostru! Nu există altă divinitate în afară de El, Cel care le-a făcut pe toate! Așadar, adorați-L pe El! Și El este peste toate Ocrotitor!",""
892,6,103,"Privirile nu-L ajung[27], însă El cuprinde toate privirile. El este Latif [Cel Blând] [și] Khabir [Bine Știutor]!","[27] În această lume. Oamenii din Paradis vor putea să Îl vadă pe Allah în Viața de Apoi. A se vedea 75: 22-23"
893,6,104,"V-au venit vouă dovezi de la Domnul vostru. Cel ce le vede limpede o face pentru sufletul său, iar cel care rămâne orb [la ele] o face împotriva lui [sufletului său]. Și [spune] „Eu nu sunt păzitor peste voi.”[28]","[28] Profetul (pacea și binecuvântarea lui Allah fie asupra sa) este instruit să se diferențieze de toate credințele și practicile greșite"
894,6,105,"Astfel Noi explicăm Versetele pentru ca ei [necredincioșii] să spună „Tu ai învățat!”[29], dar Noi îl vom tâlcui limpede [Coranul] pentru oamenii care știu.","[29] Acuzându-l pe Profet (pacea și binecuvântarea lui Allah fie asupra sa) că ar fi învățat de la evrei și creștini"
895,6,106,"Urmează [o, Mohammed] ceea ce ți-a fost revelat de către Domnul tău - nu există altă divinitate în afara de El - și nu-i lua în seamă pe cei care-I fac asociați [îndepărtându-te de ei]!",""
896,6,107,"Dar dacă Allah ar voi, ei nu I-ar face asociați. Însă Noi nu te-am făcut păzitor peste ei și tu nu ești nici chezaș pentru ei[30].","[30] Datoria Profetului (pacea și binecuvântarea lui Allah fie asupra sa) se rezumă doar la a transmite mesajul"
897,6,108,"Și nu-i insultați pe cei care sunt invocați afară de Allah, ca să nu-L insulte ei pe Allah, întru dușmănie și nepricepere. Astfel Noi am împodobit [în ochii] fiecărei comunități făptuirea sa. Apoi, la Domnul lor va fi întoarcerea lor și El le va vesti despre ceea ce au făptuit ei.",""
898,6,109,"Ei jură pe Allah cu toată puterea jurămintelor lor că, dacă le va veni vreo minune, ei vor crede cu siguranță în ea. Spune: „Minunile se află numai la Allah!” Si ce vă face pe voi să înțelegeți - [că și] dacă le-ar veni lor o minune, ei [tot] nu vor crede.",""
899,6,110,"Și Noi le vom întoarce inimile și privirile lor, pentru că ei nu au crezut [în revelație] prima dată și Noi îi vom lăsa să rătăcească în nelegiuirea lor.",""
900,6,111,"Și chiar dacă Noi am fi pogorât la ei Îngerii [cu Mesajul] și chiar dacă le-ar fi vorbit morții și am fi adunat Noi dinaintea lor toate cele, ei tot nu ar fi crezut, doar dacă ar fi Voit Allah. Dar cei mai mulți dintre ei sunt neștiutori.",""
901,6,112,"Astfel am făcut Noi pentru fiecare Profet dușmani - diavoli, dintre oameni și djinni, care să se ispitească unii pe alții cu vorbe împodobite, în chip înșelător. Însă dacă Domnul tău ar fi Voit, ei nu ar fi putut să o facă. Deci părăsește-i pe ei laolaltă cu ceea ce născocesc ei.",""
902,6,113,"Și astfel inimile celor care nu cred în Viața de Apoi se vor înclina [ascultând] către ea [vorbirea înșelătoare] și astfel vor fi mulțumiți de ea și vor îndeplini ceea ce ei săvârșesc.",""
903,6,114,"[Spune] „Să caut eu alt judecător în afara lui Allah, când El este Cel care v-a trimis vouă Cartea [Coranul] explicată în detaliu? Cei cărora le-am dat Noi Scriptura știu că ea este pogorâtă de la Domnul tău cu Adevărul. Nu fi, așadar, dintre aceia care se îndoiesc.",""
904,6,115,"Cuvântul Domnului tău a fost plin de Adevăr și Dreptate. Nu este nimeni care să poată schimba Cuvintele Sale, iar El este As-Sami' [Cel care Aude Totul] [și] Al-Alim [Atoateștiutor]!",""
905,6,116,"De te-ai supune celor mai mulți de pe pământ, ei te-ar abate de la calea lui Allah. Ei nu urmează decât bănuielile [lor] și ei nu fac decât să născocească minciuni[31].","[31] Din ignoranță, bănuieli și presupuneri"
906,6,117,"Cu adevărat, Domnul tău îi Știe cel mai bine pe cei care se abat de la Calea Lui și El este Cel care-i Știe cel mai bine și pe cei care urmează Calea cea Dreaptă.",""
907,6,118,"Așadar mâncați [numai] din cele peste care s-a pomenit Numele lui Allah[32], dacă voi credeți în Versetele Lui.","[32] În momentul tăierii"
908,6,119,"Și de ce să nu mâncați din cele peste care s-a pomenit Numele lui Allah când El v-a explicat în detaliu ceea ce v-a interzis, cu excepția celor la care sunteți nevoiți[33]. Și cu adevărat, mulți se amăgesc prin poftele lor, fără știință. Cu siguranță, Domnul tău îi Știe cel mai bine pe cei nelegiuiți.","[33] Ceea ce este în mod normal interzis devine permis în cazuri de maximă necesitate, însă doar pentru a satisface nevoile"
909,6,120,"Și renunțați la păcatele evidente și la cele ascunse. Cu adevărat, cei care dobândesc [vina pentru] păcat vor primi răsplata pentru ceea ce au săvârșit.",""
910,6,121,"Și nu mâncați din cele peste care nu s-a pomenit Numele lui Allah, căci aceasta este neascultare gravă. Și cu adevărat, șeitanii îi vor ispiti pe aliații lor [dintre oameni] să se certe cu voi. Dacă îi veți asculta, veți fi și voi politeiști.",""
911,6,122,"Oare cel care a fost mort și pe care Noi l-am readus la viață și i-am dat lui lumină, după care se călăuzește, și umblă printre oameni poate să fie asemenea cu cel care se află în întuneric, de unde nu poate ieși? Așa le-a fost plăcut necredincioșilor ceea ce ei făceau.",""
912,6,123,"Și tot astfel am pus Noi în fiecare cetate pe cei mai mari făcători de rele să conspire, însă ei nu vor conspira decât împotriva lor înșiși, fără ca ei să-și dea seama.",""
913,6,124,"Și când vine la ei un semn, ei spun: „Nu vom crede noi până nu ni se va da ceva asemănător cu ceea ce le-a fost dat Trimișilor lui Allah.” Însă Allah știe mai bine cui trimite Mesajul Său. Pe cei care au săvârșit mari răutăți îi va lovi umilirea lui Allah și pedeapsă aspră pentru ceea ce ei au uneltit.",""
914,6,125,"Așadar dacă Allah Voiește să Călăuzească pe cineva, atunci El îi deschide pieptul pentru Islam, iar dacă Voiește să ducă pe cineva la rătăcire[34], atunci îi face pieptul îngust și închis, ca și cum s-ar căzni să se urce în Cer. Astfel trimite Allah osânda asupra acelora care nu cred.","[34] Drept rezultat al aroganței unei persoane și al persistenței sale în păcat"
915,6,126,"Acesta este drumul drept al Domnului tău. Noi am detaliat Versetele pentru oamenii care își amintesc.",""
916,6,127,"Ei vor avea Casa Păcii [Paradisul] la Domnul lor. Și El este Ocrotitorul lor pentru ceea ce fac.",""
917,6,128,"Și [spune, o, Mohammed] de Ziua în care îi va aduna El pe toți, [și va spune]: „O, obște a djinnilor! Prea mult i-ați rătăcit pe oameni.” Iar aliații lor din rândul oamenilor vor spune: „O, Doamne! Noi am avut folos unii de la alții, dar noi am ajuns la sorocul pe care Tu ni l-ai hotărât nouă!” El va răspunde: „Focul este sălașul vostru și veșnic veți rămâne în el, numai dacă Allah va voi altfel, căci Domnul tău este Hakim [Înțelept], 'Alim [Atoateștiutor].”",""
918,6,129,"Și astfel îi vom face Noi pe unii dintre nelegiuiți aliați ai altora, după cum și-au agonisit.",""
919,6,130,"„O, adunare a djinnilor și a oamenilor[35]! N-au venit la voi Trimiși, aleși dintre voi, care să vă vestească Versetele Mele și să vă prevină asupra întâlnirii cu această Zi a voastră?” Ei vor spune: „Noi facem mărturie împotriva noastră!” Și viața lumească i-a amăgit pe ei și ei au făcut mărturie împotriva lor înșiși precum că ei au fost într-adevăr necredincioși.","[35] Li se va reproșa astfel în Ziua Judecății"
920,6,131,"Aceasta pentru că Domnul tău nu ar fi distrus cetăți, cu nedreptate, dacă locuitorii lor nu ar fi fost preveniți.",""
921,6,132,"Pentru fiecare sunt trepte [diferite] după cele pe care le-a făcut, căci Domnului tău nu-I este necunoscut ceea ce ei fac.",""
922,6,133,"Domnul tău nu are nevoie [de nimeni și de nimic] și este cu Îndurare. El dacă ar Voi, v-ar putea face să pieriți și ar lăsa în urma voastră ceea ce El ar Voi, tot așa cum v-a Creat și pe voi din urmașii altui popor.",""
923,6,134,"Cu adevărat, cele care vă sunt promise vor veni, iar voi nu le veți putea împiedica.",""
924,6,135,"Spune: „O, neam al meu! Faceți după putința voastră, căci și eu voi face [după putința mea]. Și veți afla voi cine va avea izbândă în Casă[36]. Cu adevărat, cei nelegiuiți nu vor izbândi niciodată.”","[36] Pe pământ sau în Viața de Apoi"
925,6,136,"Și ei [politeiștii] I-au hotărât lui Allah o parte din recoltele și din dobitoacele pe care El le-a creat și au spus: „Aceasta este pentru Allah” - după pretenția lor - „iar aceasta este pentru asociații noștri!” Dar, ceea ce este pentru asociații lor, nu ajunge la Allah, pe când ceea ce este pentru Allah, ajunge la asociații lor. Și cât de prost au judecat ei.",""
926,6,137,"Tot astfel i-au ademenit asociații lor pe mulți dintre idolatri să-și omoare copiii, ca să-i piardă și pe ei și ca să le întunece religia lor. Și de-ar fi Voit Allah, n-ar fi făcut ei aceasta. Deci lasă-i pe ei laolaltă cu ceea ce născocesc.",""
927,6,138,"Și ei spun: „Aceste animale[37] și recolte sunt interzise. Nu mănâncă din ele decât cei care voim noi!” - după pretenția lor [mincinoasă] – [Și] sunt și acele [cămile] ale căror spinări au fost interzise [de ei][38] și cele peste care nu este spus Numele lui Allah[39] - născocind minciuni pe seama Lui[40]! El îi va răsplăti pentru ceea ce ei au născocit!","[37] Cele patru categorii de animale domestice numite „anʿām”
[38] A se vedea 5:103
[39] În momentul tăierii. Dimpotrivă ele sunt dedicate altor „zeități”
[40] Afirmații false că astfel de practici fac parte din religia lui Allah"
928,6,139,"Și ei spun: „Ceea ce se află în pântecul acestor animale este menit numai bărbaților noștri și le este interzis femeilor noastre. Dacă, însă, acesta [se naște] mort, atunci cu toții sunt părtași.” Însă Allah îi va pedepsi pentru cuvintele lor. Cu adevărat, El este Hakim [Înțelept], 'Alim [Atoateștiutor].",""
929,6,140,"Vor fi pierduți cei care și-au omorât copiii, din nesăbuință și neștiință și care au interzis ceea ce Allah le-a dat pentru trai, născocind minciuni pe seama lui Allah! Ei sunt în rătăcire și nu au fost bine călăuziți.",""
930,6,141,"El este Cel care face să crească grădini cu spalieri[41] și fără spalieri și curmali și culturi cu roade diverse, măslini și rodii, asemănătoare și diferite. Mâncați din roadele lor, când ele rodesc, și dați dreptul din ele [zakah] în ziua culesului și nu risipiți[42], căci El nu-i Iubește pe risipitori!","[41] Suport pentru plante agățătoare
[42] În a manca, precum și toate lucrurile în general"
931,6,142,"Și printre vite sunt unele pentru purtat [poveri] și altele [prea] mici. Mâncați din ceea ce v-a dat Allah pentru trai și nu urmați pașii lui Șeitan[43]. Cu adevărat, el vă este un dușman evident!","[43] Așa cum au făcut necredincioșii prin faptul că și-au făcut propriile reguli cu privire la ceea ce este permis și ceea ce este interzis"
932,6,143,"[El a creat] opt suflete în perechi: două ovine și două caprine. Spune: „Pe cei doi masculi i-a oprit El sau pe cele două femele, sau ce este cuprins în pântecele celor două femele? Spuneți-mi mie cu știință, dacă voi sunteți sinceri?”",""
933,6,144,"Și două cămile și două bovine. Spune: „Pe cei doi masculi i-a oprit El sau pe cele două femele, sau ce este cuprins în pântecele celor două femele? Sau ați fost voi, cumva, martori când v-a poruncit Allah aceasta? Și cine este mai nelegiuit decât acela care născocește minciuni și le pune pe seama lui Allah, pentru a-i rătăci pe oameni, în necunoștință? Cu adevărat, Allah nu-i călăuzește pe oamenii nelegiuiți.”",""
934,6,145,"Spune: „Eu nu găsesc în ceea ce mi-a fost revelat [nimic] interzis de a fi mâncat de către cel care mănâncă, decât dacă este mortăciune sau sânge care s-a scurs sau carne de porc – aceasta fiind murdărie - sau ceva pângărit, peste care s-a rostit numele altcuiva decât al lui Allah. Iar dacă cineva a fost constrâns, fără dorință și fără a trece limitele, Domnul tău este Ghafur [Iertător], Rahim [Îndurător].”",""
935,6,146,"Iar evreilor Noi le-am oprit toate animalele cu o unghie, iar de la bovine și ovine Noi le-am oprit lor grăsimile, în afară de ceea ce poartă pe spatele lor sau este în măruntaie sau ceea ce se amestecă cu oasele. Astfel i-am pedepsit Noi pentru fărădelegea lor și Noi spunem numai Adevărul.",""
936,6,147,"Iar dacă te învinuiesc de minciună, atunci spune-le [o, Mohammed]: „Domnul vostru este cu Nemărginită Îndurare, însă Pedeapsa Sa nu va putea fi respinsă de la neamul de nelegiuiți.”",""
937,6,148,"Cei care Îi fac asociați lui Allah vor spune: „De ar fi Voit Allah, nu I-am fi făcut asociați nici noi, nici părinții noștri și nici nu am fi oprit nimic.” Tot astfel i-au învinuit și cei de dinaintea lor de minciună [pe Profeți], până ce au gustat pedeapsa Noastră. Spune: „Aveți voi vreo știre pe care să ne-o arătați? Voi nu urmați decât bănuieli și voi nu faceți decât să mințiți!”.",""
938,6,149,"Spune: „Numai la Allah se află dovada convingătoare! Iar dacă El ar fi Voit, v-ar fi Călăuzit pe voi toți.”",""
939,6,150,"Spune [o, Mohammed]: „Aduceți-i pe martorii voștri care pot întări că Allah le-a oprit pe acestea.” Iar dacă ei fac mărturie, tu să nu mărturisești împreună cu ei și să nu urmezi poftele celor care socotesc Versetele Noastre mincinoase și ale celor care nu cred în Ziua de Apoi și fac parteneri Domnului lor.",""
940,6,151,"Spune: „Veniți să vă recit ceea ce Domnul vostru v-a oprit. [El poruncește]: Să nu-I asociați Lui nimic, să fiți buni cu părinții, să nu vă omorâți copiii de teama sărăciei. Noi vă vom da cele de trai atât vouă cât și lor. Și să nu vă apropiați de cele rușinoase, nici cele care se văd, nici cele care sunt ascunse. Nu ucideți sufletul pe care l-a oprit Allah, decât pe drept. Acestea vi le-a poruncit [Allah]; poate că voi veți pricepe.”",""
941,6,152,"Și să nu vă apropiați de averea orfanului, decât cu ceea ce ați putea s-o faceți și mai bună, până când el nu ajunge la maturitate. Și împliniți măsurarea și cântărirea cu dreptate. Noi nu impunem unui suflet decât atât cât poate el. Iar când spuneți [ceva][44], fiți drepți, chiar dacă este vorba de o rudă apropiată și țineți-vă legământul față de Allah. Acestea vi le-a poruncit [Allah], poate că voi vă aduceți aminte.","[44] Mărturisiți"
942,6,153,"Și [mai mult] acesta este drumul Meu drept! Deci urmați-l și nu urmați căile care vă abat de la drumul Lui. Acestea vi le-a poruncit El; poate că veți fi cu frică.",""
943,6,154,"Apoi, Noi i-am dat lui Moise Scriptura, împlinind binecuvântarea, ca răsplată pentru cel care a făcut bine [Moise], ca o înfățișare amănunțită a tuturor lucrurilor, drept călăuză și îndurare. Poate că ei vor crede în întâlnirea cu Domnul lor.",""
944,6,155,"Iar acesta [Coranul] este o Carte Binecuvântată pe care Noi am pogorât-o. Urmați-o și temeți-vă! Poate că vi se va arăta îndurare!",""
945,6,156,"[Am pogorât-o] pentru ca voi să nu spuneți: „ Cartea [Tora și Evanghelia] a fost pogorâtă doar pentru două popoare, înaintea noastră, dar noi am rămas nepăsători față de studiul lor,”",""
946,6,157,"Sau să nu spuneți: „Dacă ne-ar fi fost trimisă nouă Cartea, noi am fi fost, neîndoielnic, mai bine călăuziți decât ei.” Și iată că de la Domnul vostru v-a venit vouă Dovadă limpede, Călăuzire și Îndurare. Și cine este mai nelegiuit decât acela care ia Versetele lui Allah drept minciuni și se abate de la ele? Noi îi vom răsplăti pe cei care se îndepărtează de la Versetele Noastre cu pedeapsă grea, pentru că ei abat [și pe alții de la ele].",""
947,6,158,"Oare așteaptă ei altceva decât să vină Îngerii la ei sau să vină Domnul tău sau să le vină unele semne de la Domnul tău? În ziua când vor veni unele semne de la Domnul tău, nu-i va mai fi de folos niciunui suflet credința sa dacă el nu a crezut mai înainte sau dacă nu a dobândit nimic bun prin credința sa. Spune: „Așteptați.” Cu adevărat, și noi așteptăm.",""
948,6,159,"Cu adevărat, tu [Mohammed] nu ești răspunzător cu nimic pentru cei care și-au fărâmițat religia lor în secte. Soarta lor depinde numai de Allah. Și apoi El le va vesti ceea ce au făcut.",""
949,6,160,"Cel care va veni [în Ziua Judecății] cu o faptă bună va avea parte de zece asemenea ei, iar cel care va veni cu o faptă rea nu va fi răsplătit decât cu o faptă pe măsura ei. Dar nu li se va face nicio nedreptate.",""
950,6,161,"Spune: „Într-adevăr, Domnul meu m-a călăuzit pe un drum drept - o Religie adevărată - Religia lui Avraam cel drept întru credință, care nu a fost printre cei care au făcut asociați [lui Allah]!”",""
951,6,162,"Spune: „Într-adevăr, Rugăciunea mea, actele mele de devoțiune, viața mea și moartea mea îi aparțin lui Allah, Stăpânul lumilor.",""
952,6,163,"El nu are niciun asociat! Astfel mi s-a poruncit și eu sunt primul dintre musulmani.”",""
953,6,164,"Spune: „Să caut eu un alt Domn în afară de Allah, când El este Stăpân peste toate? Niciun suflet nu va agonisi decât împotriva sa. Și niciun [suflet] purtător de poveri nu va purta povara altuia. Și apoi la Domnul vostru se află întoarcerea voastră și El vă va Vesti despre cele asupra cărora ați fost cu păreri diferite.”",""
954,6,165,"El este Cel care v-a făcut pe voi urmași pe pământ și v-a ridicat pe unii dintre voi deasupra altora, în trepte, pentru a vă încerca întru ceea ce v-a dat. Cu adevărat Domnul tău este repede la pedeapsă, însă El este Ghafur [Iertător], Rahim [Îndurător].",""
955,7,1,"Alif, Lam, Mim, Sad[1].","[1] A se vedea nota de subsol 2:1"
956,7,2,"[Aceasta este] o Carte revelată ție [o, Mohammed] - și să nu fie în inima ta nicio neliniște din pricina ei - pentru ca tu să previi prin ea și drept un îndemn pentru dreptcredincioși.",""
957,7,3,"Urmați [o, oameni,] ceea ce vi s-a trimis de la Domnul vostru și nu urmați alți aliați în afară de El! Dar voi numai puțin vă aduceți aminte.",""
958,7,4,"Câte cetăți am nimicit Noi și pedeapsa Noastră le-a lovit în timpul nopții sau pe când ei dormeau, la vremea prânzului.",""
959,7,5,"Și când pedeapsa Noastră i-a lovit, strigătul lor a fost doar acesta: „Cu adevărat, noi am fost nelegiuiți!”",""
960,7,6,"Atunci îi vom întreba Noi pe cei cărora li s-a trimis [Mesajul], dar îi vom întreba Noi și pe cei trimiși.",""
961,7,7,"Atunci le vom povesti Noi [faptele lor] cu deplină cunoștință, căci Noi nu am fost [niciodată] absenți.",""
962,7,8,"Și cântărirea [faptelor] în Ziua aceea va fi dreaptă, iar cei ale căror talere vor atârna mai greu - vor fi cu izbândă.",""
963,7,9,"Iar cei ale căror talere vor fi ușoare - ei sunt cei care își vor pierde sufletele, căci ei au fost nedrepți față de Versetele Noastre.",""
964,7,10,"Noi v-am dat vouă putere pe acest pământ și v-am dat pe el cele de trebuință pentru trai, dar numai puțini dintre voi aduceți mulțumire.",""
965,7,11,"Noi v-am creat [o, oamenilor] și v-am dat chip și le-am spus apoi Îngerilor: „Prosternați-vă înaintea lui Adam!” Și s-au prosternat ei, cu excepția lui Iblis[2], care nu a fost printre cei care s-au prosternat.","[2] Satana, a se vedea nota 2:34"
966,7,12,"[Allah] a spus: „Ce te-a oprit să te prosternezi, când ți-am poruncit?” [Iblis] a răspuns: „Eu sunt mai bun decât el! Pe mine m-ai făcut din foc, iar pe el l-ai făcut din lut.”",""
967,7,13,"[Allah] a spus: „Coboară de aici [din Rai], pentru că aici nu e loc de aroganța ta! Deci ieși afară și tu vei fi dintre cei vrednici de dispreț”.",""
968,7,14,"[Iblis] a spus: „Dă-mi un răgaz până în Ziua când vor fi înviați [din morți]!”",""
969,7,15,"[Allah] a spus: „Cu adevărat, vei fi dintre aceia cărora li se va da păsuire!”",""
970,7,16,"[Iblis] a spus: „Pentru că M-ai dus în rătăcire, îi voi pândi pe ei pe drumul Tău cel drept,",""
971,7,17,"Și îi voi împresura în valuri, din față și din spatele lor, de la dreapta și de la stânga lor, și nu-i vei afla pe cei mai mulți dintre ei mulțumitori”.",""
972,7,18,"[Allah] a spus: „Ieși de aici [din Rai], disprețuit și alungat! Cât despre cei dintre ei care te vor urma, voi umple Iadul cu voi toți,",""
973,7,19,"Și tu, o, Adam! Sălășluiește împreună cu soția ta în Rai și mâncați voi ori de unde voiți, însă nu vă apropiați de acest pom, căci altfel veți fi dintre cei nelegiuiți!”",""
974,7,20,"Dar Șeitan i-a ispitit, voind să le arate goliciunile care le fuseseră ascunse, spunând: „Domnul vostru nu v-a oprit de la acest pom decât pentru ca voi să nu deveniți Îngeri și să nu fiți nemuritori!”",""
975,7,21,"Și el a jurat [pe Allah]: „Cu adevărat, eu sunt pentru voi un sfătuitor sincer”",""
976,7,22,"Așadar, el i-a înșelat prin amăgire. Și când ei au gustat din acel pom, părțile intime le-au devenit vizibile și au început să-și pună peste ele frunze din Rai. Și Domnul lor i-a chemat: „Oare nu v-am oprit Eu de la acest pom și nu v-am spus că Șeitan vă este vouă un dușman evident?”",""
977,7,23,"Ei au răspuns: „Doamne, am fost nedrepți cu sufletele noastre și dacă nu ne ierți și nu Te înduri de noi, vom fi printre cei pierduți”",""
978,7,24,"[Allah] a spus: „Coborâți! Vă veți fi dușmani unul altuia. Și pe pământ veți avea sălaș și plăcere până la un timp.”",""
979,7,25,"Apoi [a mai] spus: „Pe el veți trăi, pe el veți muri și din el veți fi voi scoși.”",""
980,7,26,"O, fii ai lui Adam, Noi v-am dat vouă îmbrăcăminte care să vă acopere goliciunile și ca și podoabe. Dar veșmântul smereniei este cel mai bun. Acesta este [unul] dintre semnele lui Allah; poate că ei își vor aminti.",""
981,7,27,"O, fii ai lui Adam, să nu vă amăgească Șeitan, așa cum i-a scos pe părinții voștri din Rai, dezbrăcându-i de veșmintele lor[3], pentru ca să le arate goliciunile lor. Cu adevărat, el [Iblis] vă vede - el și oștenii lui - în vreme ce voi nu-i vedeți. Cu adevărat, Noi i-am pus pe șeitani aliați pentru aceia care nu cred,","[3] Veșmintele Raiului"
982,7,28,"Iar atunci când aceștia săvârșesc o fărădelege, ei spun: „Noi am aflat-o la strămoșii noștri și Allah ne-a poruncit-o.” Spune: „Cu adevărat, Allah nu poruncește nelegiuirea. Voi spuneți despre Allah, ceea ce voi nu știți?""",""
983,7,29,"Spune [o, Mohammed]: „Domnul meu a poruncit dreptatea și să vă întoarceți fețele [către Qiblah] în fiecare loc [sau timp] de prosternare [Rugăciune] și să Îl invocați pe El cu credință adevărată în Religie.” Așa cum v-a creat El, așa vă veți întoarce.",""
984,7,30,"El a călăuzit o parte [dintre voi], în vreme ce o parte a meritat să o lase să rătăcească. Cu adevărat ei i-au luat [mai târziu] pe șeitani drept aliați în locul lui Allah, crezând că sunt bine călăuziți.",""
985,7,31,"O, fii ai lui Adam, luați-vă veșmintele [curate și care vă acoperă goliciunea voastră] la toate locurile de Rugăciune, mâncați și beți, însă nu întreceți măsura. Cu adevărat, El nu-i iubește pe cei care întrec măsura.",""
986,7,32,"Spune: „Cine a oprit podoaba [de la] Allah, pe care El a făcut-o pentru robii Săi și bunătățile [permise] necesare pentru viețuire?” Spune: „Ele sunt pentru cei care cred, în viața lumească [și] numai pentru ei în Ziua Învierii.” Astfel facem Noi Versetele Noastre limpezi pentru niște oameni care știu.",""
987,7,33,"Spune: „Domnul meu a oprit nelegiuirile - atât pe cele văzute cât și pe cele nevăzute - precum și păcatul[4], nedreptățirea [altora] și să-i faceți lui Allah asociați, de vreme ce El nu a trimis o astfel de poruncă, sau să spuneți despre Allah ceea ce nu știți.”","[4] Orice faptă nepermisă"
988,7,34,"Pentru fiecare comunitate este un timp [specific]. Când sosește timpul lor, ele nu pot nici să-l întârzie cu un ceas și nici nu-l pot grăbi.",""
989,7,35,"O, fii ai lui Adam, de vă vor veni Trimiși [aleși] chiar dintre voi relatându-vă Versetele Mele [Scripturile și Legile], atunci cine are frică de Allah și se îndreaptă - nu va avea a se teme și nici nu va fi el mâhnit.",""
990,7,36,"Însă cei care iau Versetele Noastre drept mincinoase și sunt aroganți față de ele, vor fi oaspeții Focului și ei vor rămâne veșnic în el.",""
991,7,37,"Și cine este mai nelegiuit decât cel care născocește minciuni despre Allah sau ia Versetele Lui drept minciuni? Aceștia vor avea partea lor, care le-a fost prescrisă, până ce vor veni la ei Trimișii Noștri [Îngerii] pentru a le lua sufletele. Ei vor zice: „Unde este ceea ce voi ați chemat în afara lui Allah?” Și ei vor răspunde: „Ei ne-au părăsit pe noi.” și ei vor mărturisi împotriva sufletelor lor că ei sunt necredincioși.",""
992,7,38,"[Allah] va spune: „Intrați în Foc printre djinnii și oamenii din comunitățile care au fost mai înainte de voi!”. Și de fiecare dată când va intra o comunitate, o va blestema pe sora ei[5], până când toate vor ajunge acolo, iar ultima dintre ele va spune despre prima: „Doamne, aceștia ne-au dus pe noi în rătăcire, deci dă-le lor pedeapsă dublă în Foc!”. El va zice atunci: „Pentru fiecare va fi [pedeapsa] dublată, însă voi nu știți!”","[5] Comunitatea precedentă"
993,7,39,"Iar cea dintâi îi va spune celei din urmă: „Dar voi nu aveți niciun merit în plus față de noi! Așadar, gustați chinul pentru ceea ce ați agonisit.”",""
994,7,40,"Cu adevărat, pentru cei care iau Versetele Noastre drept mincinoase și sunt aroganți față de ele, Porțile Cerului nu li se vor deschide lor și nu vor intra ei în Rai decât atunci când va intra cămila prin urechile acului. Astfel îi răsplătim Noi pe marii păcătoși!",""
995,7,41,"În Iad ei vor avea sălaș, iar deasupra lor [vor fi] acoperăminte [de foc]. Astfel îi răsplătim Noi pe cei nelegiuiți.",""
996,7,42,"Dar cei care cred și împlinesc fapte bune - Noi nu impunem niciunui suflet o povară peste puterile lui, iar aceștia vor fi oaspeții Raiului și ei în el vor sălășlui veșnic.",""
997,7,43,"Și Noi vom îndepărta din piepturile lor toată pizma[6] și pe sub ei vor curge râuri. Și ei vor spune: „Laudă lui Allah care ne-a călăuzit spre acestea și noi nu am fi fost călăuziți dacă Allah nu ne-ar fi călăuzit. Cu siguranță Trimișii Domnului nostru au venit cu Adevărul.” Și către ei se va striga: „Acesta este Raiul [pentru voi]! Ați fost făcuți sălășluitorii lui pentru ceea ce ați făptuit"".","[6] Un sentiment de vătămare pentru cele de care a avut parte în viața lumească"
998,7,44,"Și vor striga atunci oaspeții Raiului către oaspeții Iadului: „Noi am găsit cu adevărat ceea ce Domnul nostru ne-a făgăduit. Voi ați găsit cu adevărat ceea ce Domnul vostru v-a făgăduit?” Ei vor răspunde: „Da.” Apoi un crainic va vesti printre ei: „Blestemul lui Allah se abate asupra nelegiuiților,",""
999,7,45,"Care [îi] opresc [pe oameni] de la drumul lui Allah și caută să-l facă strâmb și nu cred în Viața de Apoi.”",""
